StudentID,Gender,Age,StudyHours,GPA,Attendance,Participation,AssignmentsCompleted,ProjectsCompleted,Extracurriculars
822,Female,20,1.58,0.31,85.12,4.33,19.0,4.0,Sports
823,Female,22,0.68,2.93,63.95,2.55,13.0,0.0,Clubs
824,Male,20,9.85,,78.97,8.84,12.0,4.0,Arts
825,Female,18,8.03,0.01,,1.13,11.0,,None
826,Female,23,1.23,0.04,63.51,6.8,8.0,2.0,Sports
827,Male,23,0.52,3.24,75.23,,2.0,3.0,None
828,Female,23,14.85,1.04,98.78,4.76,10.0,0.0,Arts
829,Male,22,,2.54,80.81,2.99,9.0,4.0,Clubs
830,Female,23,6.67,1.82,96.81,3.23,0.0,3.0,Clubs
831,Male,18,7.57,3.45,97.97,2.6,16.0,0.0,Arts
832,Male,20,1.76,3.67,60.41,7.53,12.0,1.0,Arts
833,Male,22,2.54,3.99,65.56,3.66,13.0,3.0,Sports
834,Female,20,5.28,0.61,88.5,7.26,0.0,1.0,Sports
835,Male,22,11.43,3.45,93.34,4.56,1.0,1.0,Sports
836,Female,20,7.61,1.06,75.96,5.47,1.0,0.0,Sports
837,Male,19,9.57,2.36,99.66,5.43,6.0,2.0,Sports
838,Male,20,14.78,2.02,50.58,9.76,8.0,4.0,Clubs
839,Female,23,11.52,0.07,64.98,3.67,3.0,0.0,Sports
840,Male,19,6.52,3.73,81.16,2.08,1.0,3.0,Arts
841,Male,20,6.7,0.31,73.46,9.12,18.0,4.0,Arts
842,Female,22,9.28,2.75,,1.75,4.0,2.0,Sports
843,Male,22,9.98,,68.39,8.34,8.0,0.0,Arts
844,Male,22,,3.18,51.27,,12.0,2.0,None
845,Male,21,9.67,0.54,82.14,6.59,11.0,3.0,Clubs
846,Male,18,0.35,1.79,94.64,1.51,18.0,0.0,Clubs
847,Female,22,6.44,3.32,94.24,9.23,8.0,3.0,Sports
848,Female,19,4.18,1.21,84.98,5.65,9.0,4.0,None
849,Male,22,1.94,1.87,73.29,3.29,18.0,4.0,Sports
850,Female,21,1.49,1.09,75.6,1.4,9.0,2.0,Sports
851,Male,23,9.05,1.85,56.85,3.71,11.0,2.0,Arts
852,Female,19,7.85,3.55,67.05,7.05,13.0,4.0,Clubs
853,Male,21,,1.82,59.39,3.85,7.0,1.0,None
854,Male,23,7.06,2.22,91.06,2.46,15.0,4.0,Arts
855,Male,24,7.38,1.62,95.74,5.77,16.0,0.0,Clubs
856,Male,24,2.93,1.84,76.85,4.18,19.0,3.0,Clubs
857,Male,19,9.78,0.06,86.39,1.66,3.0,4.0,Sports
858,Male,20,11.71,1.13,56.07,1.54,5.0,4.0,None
859,Female,18,11.87,1.75,80.43,7.07,11.0,3.0,Sports
860,Male,18,9.04,2.54,85.14,9.75,17.0,3.0,Arts
861,Female,21,7.67,1.8,72.64,2.33,6.0,0.0,Sports
862,Male,23,0.92,1.35,62.16,7.73,4.0,3.0,Sports
863,Female,18,4.32,1.55,93.87,0.88,9.0,2.0,Clubs
864,Female,23,1.4,0.97,87.15,,5.0,4.0,Clubs
865,Female,23,14.46,3.7,94.99,5.07,13.0,3.0,Arts
866,Male,21,,2.09,90.92,2.69,5.0,0.0,Clubs
867,Male,21,2.28,0.05,99.52,5.3,13.0,3.0,Clubs
868,Female,21,13.34,0.08,59.61,8.83,11.0,4.0,Clubs
869,Male,18,14.16,3.89,54.34,9.44,11.0,1.0,Sports
870,Female,24,11.49,0.89,66.85,1.01,7.0,3.0,None
871,Male,21,0.08,3.22,56.45,2.72,,2.0,Arts
872,Female,18,0.02,0.23,76.16,9.79,15.0,4.0,Sports
873,Female,21,5.67,3.68,81.65,2.7,19.0,0.0,Arts
874,Male,22,2.15,3.5,78.91,6.93,7.0,4.0,Sports
875,Female,23,0.28,2.28,62.96,2.53,8.0,1.0,Arts
876,Male,21,6.96,0.04,95.44,3.56,12.0,0.0,Clubs
877,Female,19,14.15,1.03,,1.91,19.0,1.0,Arts
878,Female,23,4.86,1.63,67.4,8.56,16.0,1.0,None
879,Male,23,9.92,1.84,85.95,8.83,18.0,2.0,Arts
880,Male,21,9.78,1.19,88.35,2.97,16.0,3.0,None
881,Male,24,3.77,0.13,70.81,8.24,6.0,2.0,Arts
882,Female,20,9.76,2.36,50.85,3.58,0.0,2.0,Clubs
883,Male,24,3.19,2.1,80.9,0.99,19.0,2.0,Arts
884,Female,21,1.83,1.13,53.15,7.58,13.0,0.0,Sports
885,Female,23,10.52,0.15,55.39,5.96,16.0,,Clubs
886,Male,19,1.7,3.98,82.51,2.74,12.0,3.0,Clubs
887,Male,23,14.95,1.93,65.62,2.53,1.0,0.0,Sports
888,Female,24,2.75,3.02,67.4,9.76,13.0,2.0,Clubs
889,Female,19,8.91,1.81,74.34,8.63,,2.0,Clubs
890,Male,18,6.17,0.17,98.93,8.1,4.0,1.0,Sports
891,Male,22,1.9,1.24,98.27,1.28,6.0,1.0,Clubs
892,Male,23,0.42,1.28,70.81,7.55,18.0,4.0,Clubs
893,Male,21,9.34,3.35,63.27,2.15,13.0,1.0,Clubs
894,Male,18,12.1,2.62,65.13,9.77,13.0,3.0,Clubs
895,Female,22,12.63,1.1,63.44,0.52,14.0,0.0,Arts
896,Female,21,7.24,3.87,76.61,3.52,4.0,2.0,Clubs
897,Female,20,11.66,1.29,80.34,4.29,4.0,4.0,Clubs
898,Female,21,10.09,3.99,74.44,8.24,1.0,1.0,Clubs
899,Male,19,10.86,3.98,,7.66,,4.0,Arts
900,Male,19,7.39,0.76,60.56,3.75,8.0,0.0,None
901,Male,20,9.5,1.25,74.13,5.66,9.0,0.0,Clubs
902,Female,18,12.08,1.94,67.06,8.36,17.0,4.0,None
903,Female,22,,2.66,77.08,0.18,3.0,4.0,None
904,Male,21,12.09,2.11,83.76,8.02,7.0,4.0,Sports
905,Male,19,8.88,3.88,81.67,9.47,17.0,2.0,Sports
906,Female,18,2.49,2.9,73.12,0.32,19.0,3.0,None
907,Female,20,0.37,0.85,77.8,,16.0,,Arts
908,Male,24,5.44,0.42,64.24,3.45,15.0,1.0,Clubs
909,Male,23,8.2,2.75,51.21,0.88,17.0,1.0,Clubs
910,Female,24,12.6,0.63,81.25,4.79,6.0,4.0,Clubs
911,Male,24,1.91,3.15,62.63,7.29,0.0,,Sports
912,Male,19,12.0,1.24,83.45,5.67,0.0,4.0,Sports
913,Male,20,12.95,1.31,87.35,1.96,17.0,2.0,Clubs
914,Female,21,2.26,0.04,95.8,6.55,,2.0,None
915,Female,24,12.77,2.8,97.91,,19.0,2.0,Sports
916,Female,24,14.87,0.45,50.53,9.32,19.0,2.0,Clubs
917,Female,22,10.9,3.09,99.52,1.47,3.0,0.0,None
918,Female,19,11.77,1.97,84.15,6.92,5.0,2.0,Clubs
919,Female,19,14.92,3.14,82.18,9.11,2.0,2.0,Sports
920,Female,21,9.08,2.34,50.76,5.02,5.0,2.0,Arts
921,Male,23,4.62,0.33,93.06,3.62,12.0,1.0,Arts
922,Male,18,12.56,3.06,57.27,1.71,6.0,1.0,Sports
923,Male,22,9.22,0.28,91.87,8.67,3.0,1.0,None
924,Male,19,8.72,1.91,50.78,3.94,0.0,3.0,Clubs
925,Male,22,3.8,0.69,82.3,9.25,5.0,0.0,Sports
926,Male,19,11.35,3.01,71.74,8.48,4.0,4.0,None
927,Male,22,1.23,3.65,60.04,3.77,12.0,2.0,Clubs
928,Female,20,13.86,2.22,55.38,5.74,18.0,1.0,Clubs
929,Female,24,4.89,2.11,72.01,0.27,3.0,0.0,Sports
930,Male,19,1.92,3.06,56.17,,5.0,2.0,Clubs
931,Male,22,6.64,0.02,74.32,7.1,12.0,3.0,Arts
932,Female,18,0.64,3.67,81.26,6.78,4.0,4.0,Arts
933,Male,20,10.27,0.79,91.37,3.53,12.0,2.0,Clubs
934,Male,20,13.54,3.94,83.93,8.09,9.0,4.0,Sports
935,Female,18,12.56,2.95,53.26,2.36,,2.0,Clubs
936,Male,22,1.91,3.1,65.37,4.61,12.0,3.0,Sports
937,Female,21,1.89,2.62,64.4,4.73,11.0,0.0,Sports
938,Male,18,12.2,1.89,95.75,3.41,3.0,4.0,Arts
939,Female,22,13.86,2.29,93.39,9.55,9.0,4.0,Arts
940,Female,18,6.91,0.19,68.51,6.97,2.0,0.0,None
941,Female,18,7.48,2.5,53.56,5.39,16.0,4.0,Sports
942,Male,19,4.77,2.5,94.71,5.11,,1.0,Clubs
943,Female,22,13.41,3.56,94.41,1.59,0.0,0.0,Sports
944,Male,21,9.67,2.02,92.74,3.72,17.0,3.0,Arts
945,Male,24,4.32,0.31,92.25,6.73,8.0,2.0,Sports
946,Male,19,4.48,1.22,74.01,9.25,19.0,2.0,None
947,Male,18,13.37,2.62,58.87,8.16,8.0,0.0,Clubs
948,Female,24,0.2,0.96,73.87,3.0,1.0,1.0,Sports
949,Female,23,,1.12,74.73,4.34,18.0,3.0,Clubs
950,Male,24,8.32,3.28,74.5,0.83,15.0,2.0,Clubs
951,Male,18,2.22,2.34,76.94,1.02,2.0,2.0,Arts
952,Female,18,1.38,2.03,62.88,4.7,15.0,1.0,Sports
953,Male,22,12.23,1.27,68.31,5.3,,4.0,Clubs
954,Female,22,13.42,2.92,71.71,2.64,2.0,0.0,Arts
955,Male,19,12.35,1.15,56.56,6.43,9.0,1.0,None
956,Male,21,13.48,2.95,72.77,7.03,,,None
957,Female,19,8.3,0.28,90.52,,5.0,1.0,Sports
958,Male,20,12.18,,91.4,7.58,5.0,1.0,Clubs
959,Female,18,5.76,2.0,70.58,2.06,17.0,4.0,Sports
960,Male,24,9.99,,75.94,5.44,5.0,,Clubs
961,Male,23,14.83,2.44,51.68,8.04,5.0,1.0,Arts
962,Male,18,3.39,2.5,83.72,5.37,12.0,1.0,None
963,Female,18,5.85,0.53,70.23,9.08,13.0,0.0,None
964,Male,19,,3.02,72.27,0.59,6.0,2.0,None
965,Male,23,2.07,1.1,93.68,5.88,12.0,,None
966,Male,23,1.22,3.62,73.09,5.62,,1.0,Sports
967,Male,23,12.45,3.27,51.06,6.6,11.0,3.0,Clubs
968,Female,19,14.65,1.39,61.37,8.33,0.0,3.0,Sports
969,Female,18,6.07,3.23,73.78,,2.0,3.0,Arts
970,Male,19,1.31,1.43,71.22,7.9,17.0,,None
971,Female,22,,0.4,93.02,2.89,7.0,3.0,Clubs
972,Male,22,13.37,3.85,77.11,3.87,1.0,0.0,Sports
973,Male,19,6.96,2.61,84.48,6.27,3.0,4.0,Clubs
974,Male,23,4.8,1.82,73.47,5.53,17.0,3.0,Sports
975,Female,18,7.15,1.59,71.98,9.61,12.0,2.0,Clubs
976,Female,19,4.77,1.3,,1.87,14.0,,Clubs
977,Female,19,7.34,3.93,70.55,3.51,1.0,4.0,None
978,Female,19,12.89,0.54,76.93,5.73,9.0,2.0,Sports
979,Female,20,8.88,1.26,62.52,8.68,,4.0,Arts
980,Female,22,10.42,1.94,94.55,9.29,11.0,3.0,Clubs
981,Female,24,,1.91,66.65,,4.0,4.0,Arts
982,Female,23,11.08,1.89,57.38,0.67,11.0,4.0,None
983,Female,21,10.0,0.7,54.83,4.22,0.0,4.0,Arts
984,Male,24,1.79,0.58,50.67,3.94,1.0,0.0,Clubs
985,Female,23,8.59,1.02,71.14,9.86,15.0,2.0,Clubs
986,Female,21,3.85,3.66,59.38,4.31,1.0,3.0,Clubs
987,Female,20,12.06,0.45,51.08,3.06,15.0,1.0,Sports
988,Female,19,6.39,3.03,76.0,3.65,19.0,3.0,Arts
989,Female,20,14.92,3.03,84.0,3.97,15.0,3.0,Sports
990,Female,20,1.39,3.24,54.29,8.22,5.0,0.0,Clubs
991,Female,24,11.71,3.55,73.05,0.81,12.0,0.0,Clubs
992,Female,18,,1.05,87.18,3.17,11.0,4.0,None
993,Female,24,11.51,0.9,,9.66,9.0,3.0,None
994,Female,22,4.61,1.86,83.36,1.53,4.0,2.0,Clubs
995,Female,21,7.38,1.06,62.24,7.43,7.0,0.0,Sports
996,Male,19,11.95,2.94,85.83,3.56,5.0,,Sports
997,Male,24,3.49,2.54,79.9,5.82,4.0,2.0,Clubs
998,Female,21,3.39,3.5,60.59,1.0,19.0,0.0,Arts
999,Female,23,8.27,0.33,92.56,3.06,,2.0,Sports
1000,Male,21,7.85,3.66,71.37,5.01,16.0,1.0,Clubs
1001,Female,23,4.23,1.17,98.1,2.32,5.0,2.0,None
1002,Male,24,4.47,1.96,86.15,5.42,16.0,1.0,Clubs
1003,Male,22,4.17,1.75,82.23,2.2,,4.0,Sports
1004,Male,24,11.57,3.04,86.42,6.5,16.0,4.0,Clubs
1005,Male,23,9.78,1.68,73.9,9.04,16.0,0.0,Arts
1006,Male,21,12.49,3.77,75.26,0.85,12.0,2.0,Arts
1007,Female,21,14.63,3.61,,2.17,6.0,0.0,Sports
1008,Male,23,7.11,3.49,,8.44,5.0,2.0,Clubs
1009,Female,20,1.0,0.29,94.86,6.32,13.0,0.0,Arts
1010,Female,22,0.72,3.42,94.54,0.79,15.0,4.0,Arts
1011,Male,18,4.43,3.13,98.82,4.86,2.0,4.0,None
1012,Male,19,13.99,0.41,85.01,2.1,8.0,0.0,Sports
1013,Female,21,7.85,0.43,75.12,1.99,14.0,2.0,None
1014,Male,19,,0.4,58.32,9.41,17.0,3.0,None
1015,Male,18,5.99,0.05,85.27,7.62,9.0,2.0,Arts
1016,Female,24,8.98,2.19,64.58,6.96,9.0,0.0,Clubs
1017,Female,19,9.79,3.89,64.15,2.39,2.0,2.0,None
1018,Male,18,2.31,1.75,61.91,1.19,0.0,1.0,Sports
1019,Female,23,14.66,2.16,93.76,8.71,,2.0,Sports
1020,Male,20,8.17,3.87,93.4,0.06,4.0,4.0,Clubs
1021,Male,21,2.04,1.02,81.55,3.88,6.0,4.0,Sports
1022,Male,18,13.4,3.43,73.65,2.78,2.0,1.0,None
1023,Female,19,1.12,2.19,83.61,5.7,,2.0,Clubs
1024,Female,21,13.62,2.28,80.36,2.51,16.0,3.0,Sports
1025,Female,20,,1.37,70.79,3.11,2.0,2.0,Sports
1026,Female,23,,2.25,68.98,8.5,3.0,4.0,None
1027,Female,24,11.56,0.29,69.14,6.03,1.0,4.0,None
1028,Male,21,5.06,3.06,79.46,1.46,13.0,0.0,None
1029,Male,24,14.12,1.14,82.38,7.26,4.0,4.0,None
1030,Male,18,7.95,3.55,72.59,2.07,1.0,0.0,Clubs
1031,Male,20,10.99,1.47,98.43,4.33,,4.0,Clubs
1032,Female,19,13.86,0.57,54.19,6.47,10.0,4.0,Clubs
1033,Male,20,14.63,2.78,67.35,2.72,9.0,3.0,Arts
1034,Female,20,12.5,0.66,70.95,3.84,19.0,0.0,None
1035,Male,22,4.55,3.01,50.85,7.34,,0.0,None
1036,Female,20,,3.87,68.25,9.38,18.0,4.0,Clubs
1037,Female,20,9.42,3.12,63.69,5.29,,0.0,Sports
1038,Male,21,13.96,0.09,75.3,0.1,13.0,4.0,Sports
1039,Male,19,10.14,2.4,66.82,3.38,0.0,4.0,None
1040,Male,21,4.61,2.78,86.31,3.99,8.0,2.0,None
1041,Male,21,5.55,3.3,75.5,3.39,16.0,0.0,Clubs
1042,Female,18,8.26,0.22,56.49,4.36,13.0,1.0,None
1043,Male,21,11.85,1.92,87.5,6.33,12.0,0.0,Sports
1044,Male,22,4.77,2.14,,1.21,12.0,,Sports
1045,Female,22,8.7,0.68,91.95,2.73,5.0,3.0,None
1046,Male,24,5.18,1.29,96.57,,6.0,1.0,Clubs
1047,Male,18,12.24,1.76,66.12,3.16,1.0,1.0,Clubs
1048,Male,24,7.0,3.33,96.31,9.91,7.0,3.0,Sports
1049,Male,24,1.15,3.72,89.65,4.31,,3.0,Clubs
1050,Male,23,2.49,2.51,96.12,8.7,2.0,0.0,Sports
1051,Female,19,0.92,1.58,83.31,8.97,17.0,2.0,None
1052,Male,19,7.49,1.02,61.78,8.36,17.0,3.0,Sports
1053,Male,21,1.6,3.93,,0.47,5.0,1.0,None
1054,Male,21,1.71,3.93,59.21,9.48,10.0,1.0,Clubs
1055,Male,23,14.12,,60.65,1.29,2.0,0.0,Arts
1056,Male,21,13.09,3.14,63.55,0.34,15.0,2.0,Arts
1057,Female,19,6.78,1.3,65.21,4.14,4.0,4.0,Arts
1058,Male,24,,3.27,75.72,1.95,1.0,3.0,Sports
1059,Female,20,0.0,1.64,85.67,1.84,14.0,3.0,Arts
1060,Female,22,9.21,1.31,96.31,2.88,15.0,0.0,Sports
1061,Male,20,9.25,2.98,54.42,2.48,6.0,2.0,Clubs
1062,Male,20,6.86,0.32,97.72,6.85,15.0,1.0,None
1063,Male,19,5.95,0.19,96.07,1.87,3.0,1.0,Arts
1064,Male,20,6.83,1.79,52.7,5.43,15.0,4.0,Sports
1065,Female,23,,1.78,68.02,9.86,16.0,1.0,Clubs
1066,Male,18,10.96,3.58,90.66,4.32,1.0,,Clubs
1067,Male,21,2.03,0.5,80.58,6.42,15.0,4.0,Arts
1068,Male,18,2.96,0.49,88.95,9.69,3.0,2.0,Clubs
1069,Male,24,2.71,0.59,85.95,1.38,6.0,4.0,Clubs
1070,Male,22,3.94,0.12,74.84,4.19,17.0,2.0,Clubs
1071,Male,21,7.88,0.29,52.06,8.5,5.0,1.0,Sports
1072,Female,20,1.67,2.64,79.21,9.32,17.0,0.0,Clubs
1073,Female,22,13.02,1.73,52.43,6.01,,4.0,Clubs
1074,Male,21,4.46,3.05,80.19,1.43,1.0,4.0,Clubs
1075,Male,23,2.44,3.97,90.02,,18.0,3.0,Clubs
1076,Male,23,10.13,2.64,79.25,1.74,8.0,3.0,Clubs
1077,Female,23,0.57,0.2,99.85,3.53,3.0,2.0,Sports
1078,Male,23,9.3,0.42,72.79,3.76,13.0,0.0,Clubs
1079,Female,20,10.47,3.52,87.44,4.47,4.0,3.0,Clubs
1080,Male,18,3.22,2.11,83.36,7.9,6.0,3.0,None
1081,Male,21,0.63,3.3,,8.02,7.0,1.0,Clubs
1082,Male,20,5.45,3.43,85.66,7.2,14.0,1.0,Clubs
1083,Male,23,1.48,3.71,,0.22,18.0,3.0,Sports
1084,Female,24,1.75,3.8,97.78,5.65,10.0,2.0,Clubs
1085,Female,18,3.81,2.22,83.39,7.47,19.0,0.0,Sports
1086,Male,24,4.43,1.36,52.97,4.45,3.0,3.0,Arts
1087,Male,22,7.95,3.85,82.88,9.45,17.0,2.0,Clubs
1088,Female,24,10.18,2.19,94.16,8.24,13.0,2.0,None
1089,Female,22,8.89,,78.85,6.38,5.0,3.0,Sports
1090,Female,22,2.23,2.57,67.7,0.62,,,Arts
1091,Female,23,2.58,2.35,91.05,6.52,17.0,4.0,None
1092,Male,22,13.18,3.58,89.13,9.12,0.0,2.0,Sports
1093,Female,19,8.38,2.61,77.21,3.79,7.0,3.0,Arts
1094,Male,21,13.05,1.4,57.72,8.38,0.0,2.0,None
1095,Female,21,5.57,3.86,62.55,3.13,0.0,3.0,Clubs
1096,Female,23,9.22,3.21,86.92,5.7,18.0,1.0,None
1097,Female,19,7.85,2.52,90.3,6.48,9.0,3.0,None
1098,Female,24,4.79,1.17,63.96,6.78,17.0,2.0,None
1099,Female,20,7.05,1.49,68.4,8.83,11.0,3.0,Sports
1100,Male,24,7.54,2.68,53.88,2.35,16.0,0.0,Clubs
1101,Male,20,3.01,0.29,85.67,,0.0,3.0,Clubs
1102,Female,22,4.73,1.03,50.18,7.04,7.0,3.0,Sports
1103,Female,18,11.87,2.86,52.33,1.77,9.0,0.0,None
1104,Male,20,13.74,1.92,50.22,4.64,9.0,0.0,Clubs
1105,Female,18,5.4,1.61,82.27,0.2,17.0,0.0,None
1106,Female,21,4.6,0.61,70.87,1.41,8.0,4.0,Clubs
1107,Male,18,2.93,,64.88,6.79,1.0,,Sports
1108,Female,21,10.18,3.08,95.64,7.47,2.0,0.0,Arts
1109,Female,19,4.85,1.06,59.64,1.15,1.0,0.0,None
1110,Male,19,14.82,0.02,69.47,2.28,5.0,1.0,Clubs
1111,Male,23,4.89,2.67,97.02,0.99,11.0,4.0,Clubs
1112,Male,23,5.91,3.89,71.36,4.33,18.0,3.0,Clubs
1113,Female,22,9.05,2.43,77.73,1.26,14.0,,Sports
1114,Male,20,12.03,0.48,54.02,4.37,18.0,4.0,Sports
1115,Male,22,7.04,1.28,89.51,7.32,11.0,4.0,Arts
1116,Male,21,6.34,3.47,71.14,6.83,17.0,1.0,Sports
1117,Male,22,14.93,0.93,90.03,,15.0,3.0,None
1118,Male,18,0.16,2.43,62.69,6.74,1.0,3.0,Sports
1119,Male,21,13.43,1.61,71.12,9.28,10.0,0.0,Clubs
1120,Female,23,2.24,0.83,89.33,3.48,11.0,0.0,None
1121,Female,19,11.79,3.25,98.69,3.29,4.0,4.0,Sports
1122,Male,23,9.27,2.97,52.98,5.71,5.0,1.0,None
1123,Male,20,5.13,2.65,,2.46,10.0,3.0,None
1124,Male,21,13.11,0.95,65.03,6.52,9.0,1.0,Sports
1125,Female,21,0.19,0.39,77.54,,3.0,2.0,None
1126,Female,18,3.4,2.3,64.5,4.59,8.0,3.0,Clubs
1127,Female,20,8.5,2.21,80.67,6.8,11.0,0.0,Clubs
1128,Female,19,5.27,0.75,67.69,6.52,9.0,4.0,Sports
1129,Female,24,9.16,0.22,66.68,0.39,13.0,1.0,Sports
1130,Female,21,0.36,0.32,51.9,1.83,4.0,0.0,Clubs
1131,Female,21,1.75,3.97,57.35,8.94,0.0,4.0,Sports
1132,Female,18,1.91,3.13,95.85,9.39,,0.0,Clubs
1133,Female,22,2.84,3.69,99.91,7.8,15.0,3.0,None
1134,Male,19,6.89,0.78,89.03,9.21,4.0,1.0,Sports
1135,Male,23,11.28,3.84,64.34,3.06,4.0,2.0,Arts
1136,Male,20,13.58,0.57,70.12,2.48,17.0,0.0,Clubs
1137,Male,21,12.53,2.04,86.98,3.84,5.0,1.0,Clubs
1138,Female,21,2.95,3.32,98.43,0.55,17.0,3.0,None
1139,Female,23,6.62,1.4,72.77,8.1,9.0,0.0,Arts
1140,Male,19,2.99,1.7,91.48,9.84,14.0,3.0,Arts
1141,Female,22,3.97,,98.75,8.24,10.0,2.0,Arts
1142,Male,21,7.55,0.49,93.67,5.55,18.0,2.0,Clubs
1143,Female,19,1.02,2.48,61.36,2.95,12.0,4.0,Clubs
1144,Male,23,3.27,2.7,50.4,1.98,19.0,4.0,Arts
1145,Female,18,14.03,3.11,74.6,3.64,2.0,4.0,Sports
1146,Female,22,6.99,2.23,,6.67,15.0,3.0,Arts
1147,Male,20,6.68,2.58,60.06,4.47,6.0,4.0,None
1148,Female,21,0.22,0.05,64.23,9.34,11.0,1.0,Arts
1149,Male,19,3.71,0.65,88.26,8.54,14.0,3.0,Arts
1150,Male,18,12.99,3.94,73.52,1.02,7.0,3.0,Arts
1151,Male,20,2.47,0.3,65.87,1.32,16.0,4.0,Sports
1152,Male,24,,2.72,81.13,6.76,0.0,4.0,Arts
1153,Female,19,0.21,0.7,82.64,2.31,7.0,3.0,Arts
1154,Female,19,7.18,2.87,88.47,7.91,13.0,2.0,Clubs
1155,Female,20,0.32,2.82,57.84,5.91,9.0,2.0,Arts
1156,Male,18,12.29,0.94,87.08,2.3,,4.0,None
1157,Female,24,12.37,1.08,79.97,4.79,7.0,2.0,Clubs
1158,Male,23,11.82,,52.88,4.06,18.0,1.0,Sports
1159,Female,18,4.25,1.56,88.87,8.73,3.0,1.0,Clubs
1160,Female,22,,0.78,69.15,0.32,9.0,1.0,Sports
1161,Female,21,8.14,2.93,66.52,8.96,2.0,,Sports
1162,Male,20,5.61,0.62,72.4,6.52,3.0,3.0,None
1163,Female,23,9.38,3.42,67.31,7.38,15.0,,Arts
1164,Female,24,0.19,2.06,66.91,0.03,3.0,3.0,None
1165,Male,20,2.14,0.42,90.4,6.28,19.0,3.0,Clubs
1166,Female,20,11.13,2.78,56.23,5.88,19.0,4.0,Sports
1167,Male,18,3.66,2.08,98.53,,12.0,2.0,Clubs
1168,Female,21,8.97,,77.75,7.86,16.0,,Sports
1169,Male,22,5.78,1.69,59.15,5.56,15.0,2.0,Clubs
1170,Male,19,12.82,,56.56,8.57,16.0,4.0,Sports
1171,Female,19,14.29,1.05,79.58,2.33,5.0,1.0,None
1172,Male,20,13.25,0.65,81.65,8.06,2.0,0.0,Sports
1173,Male,21,4.06,1.45,52.65,1.79,19.0,3.0,Arts
1174,Male,24,2.91,1.0,62.15,8.13,3.0,0.0,None
1175,Male,24,7.12,2.73,89.77,9.4,7.0,0.0,Arts
1176,Male,23,0.11,2.74,52.48,3.36,19.0,1.0,Clubs
1177,Male,18,0.39,2.01,92.75,5.3,,0.0,Clubs
1178,Female,21,8.3,3.11,82.91,6.58,0.0,0.0,Sports
1179,Male,21,7.81,3.37,71.72,0.79,12.0,1.0,Sports
1180,Male,18,14.92,2.32,67.32,4.94,1.0,2.0,Clubs
1181,Female,24,3.03,2.48,50.96,3.61,9.0,4.0,None
1182,Female,24,3.87,1.13,91.26,,18.0,0.0,Arts
1183,Female,24,1.7,3.58,57.14,8.77,16.0,3.0,Clubs
1184,Female,20,13.76,0.1,65.48,7.01,12.0,1.0,None
1185,Female,21,11.67,1.39,78.46,6.56,13.0,0.0,Arts
1186,Female,19,12.34,2.89,62.3,7.34,10.0,2.0,Sports
1187,Female,18,13.54,0.32,74.86,3.66,9.0,2.0,None
1188,Male,24,,0.73,90.47,4.05,6.0,3.0,None
1189,Male,23,6.77,2.36,73.53,5.54,9.0,,Clubs
1190,Female,24,4.96,2.24,97.45,9.38,0.0,3.0,Arts
1191,Male,24,8.84,2.96,92.38,7.24,13.0,2.0,Clubs
1192,Male,22,6.81,3.25,66.65,5.51,2.0,2.0,Sports
1193,Male,20,6.77,0.51,70.0,7.7,12.0,4.0,Sports
1194,Female,18,14.05,0.07,71.17,3.71,1.0,2.0,Arts
1195,Female,22,14.76,,81.31,7.3,16.0,1.0,Arts
1196,Male,22,11.95,1.21,64.34,4.11,2.0,4.0,Arts
1197,Female,23,11.35,2.5,98.46,2.8,14.0,3.0,Clubs
1198,Male,21,10.21,0.6,80.43,6.1,7.0,2.0,Arts
1199,Male,23,2.49,1.88,69.97,6.87,5.0,1.0,Arts
1200,Male,21,0.89,2.02,82.25,4.59,8.0,,Clubs
1201,Male,21,10.36,2.34,69.77,5.66,10.0,1.0,Sports
1202,Female,18,10.93,2.05,90.89,6.94,1.0,4.0,Sports
1203,Female,24,0.7,1.98,78.39,7.68,8.0,4.0,None
1204,Female,18,13.92,1.33,52.1,8.96,17.0,4.0,Sports
1205,Male,20,1.37,0.28,58.84,3.55,18.0,,Arts
1206,Female,21,4.29,0.36,93.25,9.51,17.0,4.0,Sports
1207,Male,22,10.09,1.74,78.14,6.37,4.0,4.0,Clubs
1208,Female,24,2.55,1.42,97.52,7.88,17.0,1.0,Sports
1209,Male,19,0.83,2.06,53.62,,11.0,4.0,Sports
1210,Male,20,4.97,,64.76,2.06,3.0,3.0,None
1211,Male,18,11.49,,59.68,0.71,14.0,1.0,None
1212,Female,23,6.21,3.46,77.69,7.26,10.0,,Arts
1213,Female,20,9.79,1.2,69.14,,18.0,1.0,Clubs
1214,Female,20,8.69,0.77,57.86,7.02,4.0,3.0,Arts
1215,Female,24,0.33,0.46,82.14,4.77,5.0,1.0,Clubs
1216,Male,20,14.83,,76.81,3.12,12.0,3.0,Clubs
1217,Female,20,0.62,1.78,63.74,2.85,9.0,2.0,None
1218,Female,19,14.52,0.75,73.99,7.31,13.0,4.0,Sports
1219,Male,23,8.25,2.61,87.29,2.77,3.0,3.0,Sports
1220,Male,23,14.45,0.59,60.26,7.15,19.0,4.0,None
1221,Male,23,1.72,2.22,64.65,3.84,11.0,3.0,Arts
1222,Female,21,7.36,2.11,67.31,7.71,14.0,0.0,Sports
1223,Male,22,2.54,2.94,87.34,1.43,9.0,0.0,Arts
