CustomerID,InvoiceNo,Quantity,UnitPrice,Country,InvoiceDate,StockCode,Description,CustomerAge,SpendingScore
1812,21109,51,68.37,Spain,04-03-2020 22:00,C,Home and Kitchen,31,49
1062,30169,60,59.23,Netherlands,04-03-2020 23:00,C,Home and Kitchen,63,37
1825,31131,72,63.12,Netherlands,05-03-2020 00:00,D,Toys and Games,64,46
1935,29204,51,34.63,,05-03-2020 01:00,C,Home and Kitchen,42,80
1062,23106,62,43.16,United Kingdom,05-03-2020 02:00,E,Sports and Outdoors,39,56
1805,23936,49,56.03,United Kingdom,05-03-2020 03:00,C,Home and Kitchen,22,63
1028,30994,51,84.01,Germany,05-03-2020 04:00,B,Clothing,55,78
,29658,28,76.41,Germany,05-03-2020 05:00,A,Electronics,26,
1658,36340,36,12.31,Netherlands,05-03-2020 06:00,E,Sports and Outdoors,48,
1599,31180,25,,France,05-03-2020 07:00,D,Toys and Games,58,63
1567,28461,36,3.15,Germany,05-03-2020 08:00,E,Sports and Outdoors,38,76
1299,29723,77,1.29,United Kingdom,05-03-2020 09:00,B,Clothing,53,91
1704,28495,60,22.83,United Kingdom,05-03-2020 10:00,C,Home and Kitchen,18,26
1611,35344,7,80.03,Spain,05-03-2020 11:00,C,Home and Kitchen,39,93
1214,33097,65,90.52,Netherlands,05-03-2020 12:00,D,Toys and Games,40,23
1140,35775,73,39.48,France,05-03-2020 13:00,A,Electronics,40,86
,,92,56.54,Netherlands,05-03-2020 14:00,C,Home and Kitchen,32,20
1506,38424,36,70.75,United Kingdom,05-03-2020 15:00,D,Toys and Games,63,46
,27934,94,95.32,France,05-03-2020 16:00,C,Home and Kitchen,18,80
1498,25775,73,91.34,Germany,05-03-2020 17:00,E,Sports and Outdoors,23,31
1626,29000,30,6.19,Spain,05-03-2020 18:00,D,Toys and Games,57,67
1501,37331,99,25.19,United Kingdom,05-03-2020 19:00,D,Toys and Games,52,21
1740,30484,47,5.39,Spain,05-03-2020 20:00,D,Toys and Games,34,
1763,37149,91,61.85,Netherlands,05-03-2020 21:00,C,Home and Kitchen,40,39
1586,31115,,,,05-03-2020 22:00,D,Toys and Games,37,63
1190,27172,5,31.17,Netherlands,05-03-2020 23:00,E,Sports and Outdoors,45,69
1710,22496,65,85.46,Spain,06-03-2020 00:00,A,Electronics,54,20
1674,39946,69,45.55,United Kingdom,06-03-2020 01:00,A,Electronics,35,23
,37646,63,99.84,Spain,06-03-2020 02:00,B,Clothing,24,96
1048,26393,93,0.54,United Kingdom,06-03-2020 03:00,E,Sports and Outdoors,66,42
1362,25410,56,11.39,Spain,06-03-2020 04:00,E,Sports and Outdoors,64,73
1878,20542,17,30.53,Netherlands,06-03-2020 05:00,D,Toys and Games,37,3
1626,30871,51,3.04,Spain,,B,Clothing,41,27
1679,33390,37,78.34,Germany,06-03-2020 07:00,,,33,91
1495,31146,88,5.75,Netherlands,06-03-2020 08:00,E,Sports and Outdoors,30,74
1276,35809,91,75.02,Spain,06-03-2020 09:00,,,45,80
1046,39165,9,5.73,Spain,06-03-2020 10:00,C,Home and Kitchen,24,24
1770,32431,38,25.65,France,06-03-2020 11:00,E,Sports and Outdoors,32,87
1925,,53,84.21,Netherlands,06-03-2020 12:00,,,40,9
1215,31183,13,95.13,France,06-03-2020 13:00,E,Sports and Outdoors,40,2
1229,38996,90,41.75,Netherlands,06-03-2020 14:00,A,Electronics,48,6
1638,37583,53,97.01,United Kingdom,06-03-2020 15:00,C,Home and Kitchen,22,99
1322,30309,75,62.87,Netherlands,06-03-2020 16:00,C,Home and Kitchen,44,71
1829,36173,88,41.88,Netherlands,06-03-2020 17:00,D,Toys and Games,61,79
1420,30872,97,80.38,Spain,06-03-2020 18:00,E,Sports and Outdoors,,21
,27032,49,29.89,Germany,06-03-2020 19:00,B,Clothing,68,87
1661,24688,70,26.95,Netherlands,06-03-2020 20:00,B,Clothing,59,29
1286,32854,35,65.83,France,06-03-2020 21:00,B,Clothing,,13
1045,24786,16,39.35,Germany,,,,49,69
1971,23681,13,14.02,Netherlands,06-03-2020 23:00,A,Electronics,40,42
1812,39879,11,7.16,Germany,07-03-2020 00:00,B,Clothing,,1
1013,28856,87,78.89,United Kingdom,07-03-2020 01:00,D,Toys and Games,26,20
1632,26078,2,67.75,Germany,07-03-2020 02:00,B,Clothing,46,43
1907,35862,94,41.47,United Kingdom,07-03-2020 03:00,D,Toys and Games,44,1
1374,32693,19,89.67,Germany,07-03-2020 04:00,C,Home and Kitchen,55,99
1702,33273,45,41.38,Germany,07-03-2020 05:00,E,Sports and Outdoors,38,40
1986,39546,46,71.17,France,07-03-2020 06:00,B,Clothing,60,7
1332,21416,47,90.96,France,07-03-2020 07:00,D,Toys and Games,23,35
1855,39492,49,84.15,Spain,07-03-2020 08:00,D,Toys and Games,43,52
1165,,79,51.35,Germany,07-03-2020 09:00,,,37,34
1506,28507,42,68.22,United Kingdom,07-03-2020 10:00,C,Home and Kitchen,32,50
1116,33573,33,41.66,Germany,07-03-2020 11:00,B,Clothing,62,69
1942,29710,41,64.9,Netherlands,07-03-2020 12:00,D,Toys and Games,55,29
1635,38318,69,26.13,United Kingdom,07-03-2020 13:00,B,Clothing,37,91
1565,25951,86,43.76,Netherlands,07-03-2020 14:00,A,Electronics,32,71
1438,24344,91,21.35,Spain,07-03-2020 15:00,D,Toys and Games,46,1
1303,27426,99,4.3,Netherlands,07-03-2020 16:00,C,Home and Kitchen,23,73
1456,29993,19,59.06,Spain,07-03-2020 17:00,E,Sports and Outdoors,33,58
1967,26334,39,86.51,Spain,,,,,65
,39006,7,3.05,Spain,07-03-2020 19:00,A,Electronics,23,91
1270,29048,39,20,Netherlands,07-03-2020 20:00,,,33,17
1710,30068,,46.29,Spain,07-03-2020 21:00,C,Home and Kitchen,50,62
1215,37909,34,66.76,Spain,07-03-2020 22:00,B,Clothing,24,96
1112,21416,91,17.54,France,07-03-2020 23:00,B,Clothing,27,94
1015,21794,,6.14,Germany,08-03-2020 00:00,D,Toys and Games,25,79
1215,22720,69,52.15,Spain,08-03-2020 01:00,E,Sports and Outdoors,,42
1426,26826,68,81.96,United Kingdom,08-03-2020 02:00,A,Electronics,43,28
1134,26795,63,4.01,United Kingdom,08-03-2020 03:00,A,Electronics,,3
1042,25076,71,35.26,France,08-03-2020 04:00,C,Home and Kitchen,35,
1763,35462,48,66.52,Netherlands,08-03-2020 05:00,E,Sports and Outdoors,21,
1283,26369,3,13.51,Netherlands,08-03-2020 06:00,E,Sports and Outdoors,37,66
1833,28544,85,23.98,Netherlands,08-03-2020 07:00,B,Clothing,65,54
1097,31423,34,53.78,Spain,08-03-2020 08:00,C,Home and Kitchen,59,38
1059,29619,9,95.35,Netherlands,08-03-2020 09:00,C,Home and Kitchen,,80
1229,25826,61,29.09,Netherlands,08-03-2020 10:00,C,Home and Kitchen,,44
1895,22192,20,49.01,Germany,08-03-2020 11:00,E,Sports and Outdoors,36,81
1642,39920,40,40.29,Spain,08-03-2020 12:00,B,Clothing,50,76
1384,35250,12,89.79,Spain,08-03-2020 13:00,C,Home and Kitchen,40,90
1158,22320,28,7.65,United Kingdom,08-03-2020 14:00,B,Clothing,26,57
1823,36917,,56.83,United Kingdom,08-03-2020 15:00,,,55,71
1470,29409,97,84.69,Germany,08-03-2020 16:00,E,Sports and Outdoors,62,24
1595,35529,74,98.82,France,08-03-2020 17:00,B,Clothing,62,80
1207,34795,75,,Spain,08-03-2020 18:00,D,Toys and Games,35,82
1173,31180,7,38.3,United Kingdom,08-03-2020 19:00,C,Home and Kitchen,63,59
1799,35370,82,41.48,Netherlands,08-03-2020 20:00,E,Sports and Outdoors,19,8
1080,38363,83,35.49,Spain,08-03-2020 21:00,B,Clothing,65,91
1017,38460,14,,,08-03-2020 22:00,A,Electronics,34,90
1707,31268,81,74.07,Spain,08-03-2020 23:00,E,Sports and Outdoors,33,95
1290,30136,87,,United Kingdom,09-03-2020 00:00,E,Sports and Outdoors,63,82
1359,31291,19,41.95,Germany,,A,Electronics,62,2
1867,26241,54,71.81,United Kingdom,09-03-2020 02:00,A,Electronics,65,41
,32549,60,91.66,Netherlands,09-03-2020 03:00,D,Toys and Games,41,87
1974,32021,67,92.12,Netherlands,09-03-2020 04:00,D,Toys and Games,48,56
1396,24114,34,70.55,France,09-03-2020 05:00,D,Toys and Games,18,
1973,34347,89,63.87,United Kingdom,09-03-2020 06:00,E,Sports and Outdoors,45,22
1765,22584,41,53.39,United Kingdom,09-03-2020 07:00,E,Sports and Outdoors,66,97
1141,29740,31,18.73,France,09-03-2020 08:00,E,Sports and Outdoors,50,18
1676,21488,39,12.8,France,09-03-2020 09:00,D,Toys and Games,,79
1516,33319,78,48.83,,09-03-2020 10:00,B,Clothing,54,41
1250,20227,52,16.36,Spain,09-03-2020 11:00,E,Sports and Outdoors,,67
1661,25242,47,57.91,Netherlands,09-03-2020 12:00,E,Sports and Outdoors,21,48
1539,33401,20,64.75,Germany,09-03-2020 13:00,E,Sports and Outdoors,,
1236,34850,96,52.8,Netherlands,09-03-2020 14:00,D,Toys and Games,50,2
1131,34094,97,4.12,United Kingdom,09-03-2020 15:00,,,27,4
,36177,52,6.24,,09-03-2020 16:00,D,Toys and Games,20,26
1357,27315,95,11.78,,09-03-2020 17:00,C,Home and Kitchen,54,19
1284,35746,71,15.79,France,09-03-2020 18:00,D,Toys and Games,,49
1292,32988,62,98.99,France,09-03-2020 19:00,B,Clothing,38,74
1162,33198,5,34.78,Netherlands,,B,Clothing,26,86
1915,20698,57,29.55,United Kingdom,09-03-2020 21:00,E,Sports and Outdoors,57,53
1418,20437,,5.7,,09-03-2020 22:00,D,Toys and Games,60,6
1738,35995,11,63.71,France,09-03-2020 23:00,C,Home and Kitchen,41,62
1467,26180,19,65.39,Netherlands,10-03-2020 00:00,C,Home and Kitchen,63,1
1641,,84,17.96,Netherlands,10-03-2020 01:00,B,Clothing,25,16
1883,38537,27,91.96,Spain,10-03-2020 02:00,,,41,52
1569,32902,29,80.15,Spain,10-03-2020 03:00,C,Home and Kitchen,41,7
1506,25278,18,23.42,Spain,10-03-2020 04:00,D,Toys and Games,27,88
1657,20959,37,48.84,,10-03-2020 05:00,E,Sports and Outdoors,52,35
1477,30031,61,46.11,Netherlands,10-03-2020 06:00,D,Toys and Games,21,78
1361,27587,47,,Netherlands,10-03-2020 07:00,D,Toys and Games,61,68
1311,,89,81.85,Spain,,B,Clothing,,15
1633,34298,,11.37,France,,D,Toys and Games,28,57
1703,29697,70,41.82,Spain,,A,Electronics,60,23
1244,39098,49,43.09,Germany,10-03-2020 11:00,E,Sports and Outdoors,65,83
1476,21347,15,47.14,France,10-03-2020 12:00,A,Electronics,30,78
1614,25008,18,86.2,Netherlands,10-03-2020 13:00,D,Toys and Games,44,91
1890,24868,38,22.21,Germany,10-03-2020 14:00,D,Toys and Games,47,86
1435,23960,89,10.74,Germany,10-03-2020 15:00,B,Clothing,63,11
,29944,84,61.97,France,10-03-2020 16:00,B,Clothing,56,4
1021,22505,22,17.8,Spain,10-03-2020 17:00,,,29,58
1476,38121,76,7.96,Spain,10-03-2020 18:00,,,36,96
1571,,60,42.95,United Kingdom,10-03-2020 19:00,C,Home and Kitchen,57,40
1749,35843,97,22.35,France,10-03-2020 20:00,B,Clothing,21,
1905,37492,93,36.44,Spain,10-03-2020 21:00,D,Toys and Games,66,88
1851,,66,26.34,Germany,10-03-2020 22:00,D,Toys and Games,51,98
1510,37421,26,9.72,Spain,10-03-2020 23:00,E,Sports and Outdoors,40,67
,25760,64,56.25,Spain,11-03-2020 00:00,A,Electronics,62,38
1335,29103,96,3.19,Germany,11-03-2020 01:00,C,Home and Kitchen,43,2
1645,33081,,96.65,France,11-03-2020 02:00,C,Home and Kitchen,24,87
1848,38480,3,34.46,United Kingdom,11-03-2020 03:00,E,Sports and Outdoors,35,40
1773,35785,30,69.67,,11-03-2020 04:00,E,Sports and Outdoors,59,84
1341,20358,19,81.13,Spain,11-03-2020 05:00,B,Clothing,21,56
,,10,28.27,Spain,11-03-2020 06:00,E,Sports and Outdoors,25,72
1479,21076,89,75,France,11-03-2020 07:00,C,Home and Kitchen,39,35
1923,34088,46,83.33,Germany,11-03-2020 08:00,A,Electronics,43,49
1041,27236,19,24.51,Germany,11-03-2020 09:00,A,Electronics,30,67
1073,25671,58,99.25,Germany,11-03-2020 10:00,C,Home and Kitchen,63,96
1808,24974,85,2.56,Germany,11-03-2020 11:00,B,Clothing,34,95
1830,23527,6,22.09,,11-03-2020 12:00,A,Electronics,61,44
1021,38686,51,78.11,Germany,11-03-2020 13:00,A,Electronics,53,31
1219,32292,,19.82,Spain,11-03-2020 14:00,B,Clothing,58,65
1078,29796,58,69.98,Spain,11-03-2020 15:00,A,Electronics,64,76
1234,21075,8,85.63,Germany,11-03-2020 16:00,,,32,18
1156,36712,2,95.94,Germany,11-03-2020 17:00,C,Home and Kitchen,35,88
1326,34433,18,47.69,France,11-03-2020 18:00,A,Electronics,44,36
1113,23477,86,97.13,France,11-03-2020 19:00,A,Electronics,23,62
1801,27124,57,41.46,Netherlands,11-03-2020 20:00,B,Clothing,51,29
1607,37386,94,22.2,Spain,11-03-2020 21:00,A,Electronics,58,89
1641,34702,92,51.64,Germany,11-03-2020 22:00,,,22,23
1921,22821,35,65.16,Spain,11-03-2020 23:00,C,Home and Kitchen,29,3
1620,29657,66,46.07,Netherlands,12-03-2020 00:00,D,Toys and Games,46,30
1586,31417,56,56.91,France,12-03-2020 01:00,,,54,81
1984,32939,82,41.93,Netherlands,12-03-2020 02:00,C,Home and Kitchen,29,45
1274,38764,43,52.71,United Kingdom,,A,Electronics,42,49
1380,28686,73,95.28,France,12-03-2020 04:00,,,64,94
1019,,92,50.23,Spain,12-03-2020 05:00,E,Sports and Outdoors,51,19
1672,39633,72,25.69,France,12-03-2020 06:00,E,Sports and Outdoors,28,64
1208,22142,8,76,Netherlands,12-03-2020 07:00,A,Electronics,40,5
1883,39772,5,34.09,Germany,12-03-2020 08:00,E,Sports and Outdoors,41,56
1605,30234,13,81.71,Netherlands,12-03-2020 09:00,E,Sports and Outdoors,68,34
1593,20207,7,6.16,Netherlands,12-03-2020 10:00,C,Home and Kitchen,66,73
1863,30846,21,33.55,Germany,12-03-2020 11:00,C,Home and Kitchen,,48
1615,28664,93,9.89,Spain,12-03-2020 12:00,E,Sports and Outdoors,27,26
1748,38022,37,8.99,Spain,12-03-2020 13:00,B,Clothing,22,5
1771,35246,45,66.01,France,12-03-2020 14:00,A,Electronics,48,88
1159,24356,52,,Netherlands,12-03-2020 15:00,B,Clothing,42,31
1914,26024,48,87.21,France,12-03-2020 16:00,B,Clothing,34,24
,27605,62,51.88,Germany,12-03-2020 17:00,E,Sports and Outdoors,45,85
1997,21436,78,29.89,United Kingdom,12-03-2020 18:00,A,Electronics,18,22
1859,31763,51,72.23,Spain,12-03-2020 19:00,B,Clothing,62,22
1572,33004,4,62.59,Germany,12-03-2020 20:00,C,Home and Kitchen,19,85
1037,28698,86,80.06,Spain,12-03-2020 21:00,C,Home and Kitchen,66,57
1117,30797,56,64.54,France,,A,Electronics,64,30
1389,22781,75,17.12,United Kingdom,12-03-2020 23:00,B,Clothing,57,47
1823,20443,34,67.2,Netherlands,13-03-2020 00:00,D,Toys and Games,19,74
1679,36501,45,39.46,Spain,13-03-2020 01:00,D,Toys and Games,44,67
1376,29732,16,46.58,Netherlands,13-03-2020 02:00,A,Electronics,25,39
1848,30962,9,92.2,France,13-03-2020 03:00,A,Electronics,44,93
1873,20566,80,36.32,Spain,13-03-2020 04:00,D,Toys and Games,54,
1375,39986,16,61.39,France,13-03-2020 05:00,B,Clothing,,66
1580,38320,95,36.67,Netherlands,13-03-2020 06:00,B,Clothing,21,77
1594,24183,31,9.93,France,13-03-2020 07:00,E,Sports and Outdoors,61,91
1746,27926,13,,France,13-03-2020 08:00,A,Electronics,67,
1041,29844,5,59.91,France,13-03-2020 09:00,B,Clothing,55,14
1610,25801,47,41.05,Germany,13-03-2020 10:00,D,Toys and Games,48,4
1469,33796,39,39.37,Germany,13-03-2020 11:00,D,Toys and Games,22,72
1983,36021,18,82.13,Spain,13-03-2020 12:00,C,Home and Kitchen,42,5
1457,25500,20,3.45,France,13-03-2020 13:00,B,Clothing,45,44
1129,25402,2,29.91,France,13-03-2020 14:00,E,Sports and Outdoors,36,91
1027,24781,40,81.27,France,13-03-2020 15:00,E,Sports and Outdoors,54,24
1744,22686,30,92.09,Germany,13-03-2020 16:00,A,Electronics,59,98
1740,35515,10,41.52,Netherlands,13-03-2020 17:00,C,Home and Kitchen,40,28
1628,37587,64,88.94,France,13-03-2020 18:00,D,Toys and Games,68,24
1912,25056,42,20.29,United Kingdom,13-03-2020 19:00,D,Toys and Games,53,5
1325,31129,75,22.53,Spain,13-03-2020 20:00,A,Electronics,62,13
1508,27057,53,84.7,Germany,13-03-2020 21:00,E,Sports and Outdoors,30,82
1618,32099,93,90.37,Netherlands,13-03-2020 22:00,E,Sports and Outdoors,34,
1890,35855,53,22.67,United Kingdom,13-03-2020 23:00,,,67,81
1324,,,6.4,France,14-03-2020 00:00,A,Electronics,68,30
1806,25183,16,9.49,Germany,14-03-2020 01:00,B,Clothing,47,83
1902,36326,48,26.51,France,14-03-2020 02:00,C,Home and Kitchen,40,86
1159,36696,61,76.26,Spain,,E,Sports and Outdoors,66,49
1515,28354,92,51.24,Germany,14-03-2020 04:00,E,Sports and Outdoors,20,82
1660,37912,81,45.83,United Kingdom,,E,Sports and Outdoors,30,90
1745,32580,38,58.62,Netherlands,14-03-2020 06:00,B,Clothing,49,15
1253,29757,44,89.08,Netherlands,14-03-2020 07:00,,,62,92
1927,35760,15,9.5,Spain,,C,Home and Kitchen,52,30
1247,24768,95,69.63,Netherlands,14-03-2020 09:00,E,Sports and Outdoors,19,28
1849,20398,61,92.72,Netherlands,14-03-2020 10:00,D,Toys and Games,64,84
1352,35244,7,21.73,,14-03-2020 11:00,E,Sports and Outdoors,20,4
1397,37431,30,83.86,United Kingdom,14-03-2020 12:00,C,Home and Kitchen,,68
1581,38326,36,69.95,Germany,,C,Home and Kitchen,46,15
1202,20239,90,1.94,Germany,14-03-2020 14:00,D,Toys and Games,27,34
1301,26464,11,,Spain,14-03-2020 15:00,B,Clothing,37,75
1147,20671,70,60.78,France,14-03-2020 16:00,D,Toys and Games,51,87
1220,39003,,50.49,Spain,14-03-2020 17:00,C,Home and Kitchen,32,99
,22461,92,53.03,Spain,,D,Toys and Games,57,43
1866,38490,79,23.58,Spain,14-03-2020 19:00,E,Sports and Outdoors,62,99
1847,21087,93,67.66,Spain,14-03-2020 20:00,C,Home and Kitchen,18,75
1559,26776,6,,Netherlands,14-03-2020 21:00,B,Clothing,43,61
1262,29334,76,39.25,Netherlands,14-03-2020 22:00,B,Clothing,49,63
1295,25124,51,37.21,United Kingdom,14-03-2020 23:00,D,Toys and Games,19,2
,32151,80,67.37,Spain,15-03-2020 00:00,D,Toys and Games,49,52
1291,36525,,9.48,,15-03-2020 01:00,D,Toys and Games,58,52
1683,36780,73,20.95,,15-03-2020 02:00,E,Sports and Outdoors,46,15
1875,37939,22,20.45,Netherlands,15-03-2020 03:00,B,Clothing,69,40
1030,,97,11.29,Germany,15-03-2020 04:00,C,Home and Kitchen,37,28
1681,30700,90,21.16,Netherlands,15-03-2020 05:00,C,Home and Kitchen,40,95
1043,21028,54,60.9,United Kingdom,15-03-2020 06:00,B,Clothing,68,96
1938,30368,40,73.35,France,15-03-2020 07:00,D,Toys and Games,29,98
1554,37054,7,66.2,Netherlands,15-03-2020 08:00,A,Electronics,61,55
1942,36122,96,47.78,France,15-03-2020 09:00,D,Toys and Games,27,50
1133,24594,40,5.72,France,15-03-2020 10:00,B,Clothing,36,22
1348,34611,24,95.92,Germany,15-03-2020 11:00,E,Sports and Outdoors,69,29
1218,33394,41,17.22,Netherlands,15-03-2020 12:00,,,,72
1449,21855,,67.01,France,15-03-2020 13:00,C,Home and Kitchen,36,
1503,36319,39,91.33,Spain,15-03-2020 14:00,E,Sports and Outdoors,43,12
1085,39813,83,69.93,France,15-03-2020 15:00,B,Clothing,41,87
1250,34985,43,,France,15-03-2020 16:00,A,Electronics,26,38
1264,30270,69,31.92,Netherlands,,D,Toys and Games,46,2
1522,33597,94,3.51,Spain,15-03-2020 18:00,E,Sports and Outdoors,46,12
1079,29880,59,61.47,France,15-03-2020 19:00,E,Sports and Outdoors,54,55
1620,36953,25,61.49,Netherlands,15-03-2020 20:00,C,Home and Kitchen,45,85
1460,32886,,72.69,,15-03-2020 21:00,D,Toys and Games,20,12
1629,37530,25,1.59,France,15-03-2020 22:00,A,Electronics,40,95
1251,31966,73,81.88,United Kingdom,15-03-2020 23:00,,,68,9
1017,26514,91,,United Kingdom,16-03-2020 00:00,C,Home and Kitchen,21,79
1255,24900,24,14.52,Germany,16-03-2020 01:00,D,Toys and Games,31,
1244,32601,62,35.09,,16-03-2020 02:00,D,Toys and Games,55,73
1152,36411,43,64.03,United Kingdom,,A,Electronics,30,88
1608,35301,59,49.83,Netherlands,16-03-2020 04:00,C,Home and Kitchen,45,8
,25349,54,11.95,Netherlands,16-03-2020 05:00,A,Electronics,56,28
1457,21029,79,9.19,France,16-03-2020 06:00,E,Sports and Outdoors,61,56
1697,26616,,78.25,France,16-03-2020 07:00,B,Clothing,37,82
1541,21996,54,16.02,Netherlands,16-03-2020 08:00,B,Clothing,45,36
1114,37725,61,17.62,France,16-03-2020 09:00,A,Electronics,,37
1752,35693,94,,Netherlands,16-03-2020 10:00,A,Electronics,31,32
1768,38471,75,61.41,United Kingdom,16-03-2020 11:00,B,Clothing,30,85
1446,20374,93,60.67,France,16-03-2020 12:00,E,Sports and Outdoors,28,39
1352,31561,79,48.19,United Kingdom,16-03-2020 13:00,A,Electronics,55,49
1624,23045,44,57.12,Germany,16-03-2020 14:00,E,Sports and Outdoors,56,93
1846,34728,9,60.38,France,16-03-2020 15:00,E,Sports and Outdoors,59,18
1540,33838,42,96.8,Netherlands,16-03-2020 16:00,C,Home and Kitchen,32,23
1321,25949,29,22.69,Netherlands,16-03-2020 17:00,E,Sports and Outdoors,26,33
1458,,79,21.85,Germany,16-03-2020 18:00,D,Toys and Games,20,73
1948,26352,81,6.19,Netherlands,16-03-2020 19:00,B,Clothing,22,51
1225,26470,80,65.99,United Kingdom,16-03-2020 20:00,B,Clothing,45,43
1755,20278,58,55.13,Netherlands,16-03-2020 21:00,A,Electronics,59,4
1360,21405,86,11.57,Germany,16-03-2020 22:00,A,Electronics,32,80
1530,28979,63,36.77,Spain,16-03-2020 23:00,C,Home and Kitchen,20,67
1833,27150,49,18.28,Spain,17-03-2020 00:00,,,67,
1111,37716,11,33.48,United Kingdom,17-03-2020 01:00,D,Toys and Games,52,80
1211,28065,89,95.15,Spain,17-03-2020 02:00,A,Electronics,24,2
1232,32564,54,68.49,Netherlands,17-03-2020 03:00,B,Clothing,47,45
1947,39531,30,1.25,Germany,17-03-2020 04:00,D,Toys and Games,41,83
1158,27992,66,25.62,United Kingdom,17-03-2020 05:00,A,Electronics,48,88
,23449,65,1.53,Spain,17-03-2020 06:00,D,Toys and Games,31,
1884,20432,58,71.63,Netherlands,17-03-2020 07:00,E,Sports and Outdoors,33,40
1323,21009,57,,Netherlands,17-03-2020 08:00,E,Sports and Outdoors,68,
1092,27279,37,99.4,France,17-03-2020 09:00,D,Toys and Games,21,32
,,54,73.49,France,,A,Electronics,20,1
1669,25191,73,52.03,Germany,17-03-2020 11:00,E,Sports and Outdoors,52,18
,28508,69,80.57,United Kingdom,17-03-2020 12:00,E,Sports and Outdoors,26,64
1910,35380,24,70.63,Spain,17-03-2020 13:00,D,Toys and Games,21,32
1403,25307,63,24.76,Spain,17-03-2020 14:00,,,36,9
1929,24216,91,53.26,Netherlands,17-03-2020 15:00,B,Clothing,41,55
1731,21365,94,55.82,Spain,17-03-2020 16:00,E,Sports and Outdoors,28,67
1403,26796,51,45.4,Germany,,D,Toys and Games,32,24
1817,29127,15,18.33,France,17-03-2020 18:00,E,Sports and Outdoors,53,11
1600,39902,47,22.73,Netherlands,17-03-2020 19:00,E,Sports and Outdoors,48,28
,31979,,28.46,United Kingdom,,C,Home and Kitchen,25,16
,22768,46,1.52,Netherlands,17-03-2020 21:00,D,Toys and Games,19,93
1439,20495,30,91.74,Spain,17-03-2020 22:00,D,Toys and Games,67,12
1232,23592,79,68.77,Germany,17-03-2020 23:00,C,Home and Kitchen,20,68
1979,22232,20,,United Kingdom,18-03-2020 00:00,C,Home and Kitchen,20,90
1192,28048,57,57.45,Netherlands,18-03-2020 01:00,B,Clothing,38,4
1098,39319,49,69.09,Spain,18-03-2020 02:00,E,Sports and Outdoors,68,75
1950,34667,,98.2,Netherlands,18-03-2020 03:00,A,Electronics,29,66
1112,33000,56,38.82,United Kingdom,18-03-2020 04:00,A,Electronics,31,31
1618,26719,25,71.4,Spain,18-03-2020 05:00,C,Home and Kitchen,40,56
1535,24445,9,36.27,France,18-03-2020 06:00,D,Toys and Games,30,
1280,35173,22,85.5,United Kingdom,18-03-2020 07:00,,,33,67
1999,22367,77,85.87,France,18-03-2020 08:00,B,Clothing,34,89
1948,30776,,90.28,France,18-03-2020 09:00,A,Electronics,35,98
1715,26555,28,1.04,Spain,18-03-2020 10:00,D,Toys and Games,30,1
1522,37289,14,30.17,Netherlands,18-03-2020 11:00,B,Clothing,43,69
1349,31419,30,13.83,Netherlands,18-03-2020 12:00,B,Clothing,62,39
1315,27900,39,45.67,Germany,18-03-2020 13:00,C,Home and Kitchen,57,52
1716,24597,57,49.8,United Kingdom,18-03-2020 14:00,A,Electronics,56,95
1942,33465,5,,United Kingdom,18-03-2020 15:00,B,Clothing,,36
1920,25009,12,72.48,Spain,18-03-2020 16:00,B,Clothing,57,67
1499,27235,35,27.34,Spain,18-03-2020 17:00,B,Clothing,34,12
1536,27958,41,85.46,Germany,18-03-2020 18:00,A,Electronics,49,
1912,25288,63,18.18,Germany,18-03-2020 19:00,C,Home and Kitchen,18,80
1651,34314,42,37.04,France,18-03-2020 20:00,E,Sports and Outdoors,52,72
1634,32998,65,62.41,Germany,18-03-2020 21:00,D,Toys and Games,53,11
1435,26136,65,60.73,Netherlands,18-03-2020 22:00,A,Electronics,36,14
1522,31195,43,8.26,France,18-03-2020 23:00,A,Electronics,,91
1777,26606,60,84.7,Germany,19-03-2020 00:00,A,Electronics,19,82
1592,,20,,Netherlands,19-03-2020 01:00,E,Sports and Outdoors,46,54
1443,30666,98,87.05,,19-03-2020 02:00,D,Toys and Games,60,8
1821,36135,98,86.83,France,19-03-2020 03:00,D,Toys and Games,46,33
,30082,63,54.82,France,19-03-2020 04:00,B,Clothing,60,4
1207,28498,24,91.12,Netherlands,19-03-2020 05:00,B,Clothing,36,30
1830,27769,92,84.92,Spain,19-03-2020 06:00,,,45,84
1755,34986,75,95.83,France,19-03-2020 07:00,A,Electronics,,94
1275,21427,72,85.12,United Kingdom,19-03-2020 08:00,C,Home and Kitchen,48,91
1496,23102,35,82.21,Spain,19-03-2020 09:00,A,Electronics,54,89
1772,37839,41,47.2,United Kingdom,19-03-2020 10:00,D,Toys and Games,36,54
1296,21346,16,21.6,Germany,19-03-2020 11:00,C,Home and Kitchen,49,6
1373,28820,80,91.12,France,19-03-2020 12:00,D,Toys and Games,46,5
1574,37598,6,72.39,France,19-03-2020 13:00,B,Clothing,26,78
1183,21961,20,28.53,Netherlands,19-03-2020 14:00,D,Toys and Games,24,51
1031,39379,56,34.43,,19-03-2020 15:00,E,Sports and Outdoors,29,14
1282,24612,75,68.76,United Kingdom,19-03-2020 16:00,C,Home and Kitchen,68,34
1835,29739,8,48.04,Spain,19-03-2020 17:00,A,Electronics,48,41
