Complaint ID,Complaint Text,Category
2458,Branch staff was unhelpful and rude.,Notification Issue
2459,Cheque clearance took longer than expected.,ATM Issue
2460,HDFC Bank - Customer support is unreachable most of the time.,Customer Service Issue
2461,Cheque clearance took longer than expected.,Notification Issue
2462,Net banking account got locked without reason.,Loan Issue
2463,Delayed processing of loan application.,ATM Issue
2464,Delay in issuing new debit card.,Account Issue
2465,Delay in issuing new debit card.,Cheque Issue
2466,Customer support is unreachable most of the time.,Notification Issue
2467,Branch staff was unhelpful and rude.,Cheque Issue
2468,HDFC Bank - Branch staff was unhelpful and rude.,ATM Issue
2469,HDFC Bank - Incorrect deduction of annual credit card fee.,Branch Service Issue
2470,HDFC Bank - Credit limit was reduced without notification.,Net Banking Issue
2471,Credit limit was reduced without notification.,Net Banking Issue
2472,HDFC Bank - Unable to update contact details online.,ATM Issue
2473,HDFC Bank - Delayed processing of loan application.,Notification Issue
2474,Branch staff was unhelpful and rude.,Customer Service Issue
2475,Delayed processing of loan application.,Customer Service Issue
2476,Unauthorized transaction detected on my debit card.,Credit Card Issue
2477,Customer care provided incorrect information.,Notification Issue
2478,Mobile banking app is frequently crashing.,Credit Card Issue
2479,Interest rate on fixed deposit was not updated.,Cheque Issue
2480,Cash deposit machine was not working properly.,Branch Service Issue
2481,HDFC Bank - SMS alerts not received for transactions.,Cheque Issue
2482,Cheque clearance took longer than expected.,Branch Service Issue
2483,Incorrect charges on my account statement.,Cheque Issue
2484,SMS alerts not received for transactions.,ATM Issue
2485,Delay in issuing new debit card.,Notification Issue
2486,Delay in issuing new debit card.,Cheque Issue
2487,Customer care provided incorrect information.,Branch Service Issue
2488,ATM did not dispense cash but the amount was deducted.,Notification Issue
2489,Unauthorized transaction detected on my debit card.,Account Issue
2490,Cash deposit machine was not working properly.,Loan Issue
2491,Customer care provided incorrect information.,Notification Issue
2492,HDFC Bank - Interest rate on fixed deposit was not updated.,Net Banking Issue
2493,HDFC Bank - Branch staff was unhelpful and rude.,Branch Service Issue
2494,HDFC Bank - Credit limit was reduced without notification.,Credit Card Issue
2495,Branch staff was unhelpful and rude.,Fraudulent Transaction
2496,Branch staff was unhelpful and rude.,Net Banking Issue
2497,HDFC Bank - Credit limit was reduced without notification.,Net Banking Issue
2498,Credit limit was reduced without notification.,Customer Service Issue
2499,HDFC Bank - Unauthorized transaction detected on my debit card.,Credit Card Issue
2500,HDFC Bank - Branch staff was unhelpful and rude.,Branch Service Issue
2501,ATM did not dispense cash but the amount was deducted.,Credit Card Issue
2502,Mobile banking app is frequently crashing.,Notification Issue
2503,Mobile banking app is frequently crashing.,Net Banking Issue
2504,Incorrect charges on my account statement.,Customer Service Issue
2505,Unauthorized transaction detected on my debit card.,Notification Issue
2506,Credit card was blocked without prior notice.,Account Issue
2507,Loan EMI was auto-debited twice.,Net Banking Issue
2508,Incorrect charges on my account statement.,Credit Card Issue
2509,Incorrect charges on my account statement.,Notification Issue
2510,HDFC Bank - Incorrect charges on my account statement.,Account Issue
2511,Interest rate on fixed deposit was not updated.,Notification Issue
2512,Net banking account got locked without reason.,ATM Issue
2513,Cash deposit machine was not working properly.,Cheque Issue
2514,Loan EMI was auto-debited twice.,Customer Service Issue
2515,Interest rate on fixed deposit was not updated.,Net Banking Issue
2516,Mobile banking app is frequently crashing.,ATM Issue
2517,Incorrect deduction of annual credit card fee.,Customer Service Issue
2518,Delay in issuing new debit card.,Account Issue
2519,ATM did not dispense cash but the amount was deducted.,Cheque Issue
2520,Incorrect charges on my account statement.,Fraudulent Transaction
2521,HDFC Bank - Delayed processing of loan application.,Credit Card Issue
2522,HDFC Bank - Branch staff was unhelpful and rude.,ATM Issue
2523,HDFC Bank - Incorrect charges on my account statement.,Credit Card Issue
2524,Branch staff was unhelpful and rude.,Loan Issue
2525,Cheque clearance took longer than expected.,Cheque Issue
2526,Interest rate on fixed deposit was not updated.,Cheque Issue
2527,SMS alerts not received for transactions.,Branch Service Issue
2528,Interest rate on fixed deposit was not updated.,Branch Service Issue
2529,Mobile banking app is frequently crashing.,Net Banking Issue
2530,HDFC Bank - Unauthorized transaction detected on my debit card.,Net Banking Issue
2531,Incorrect deduction of annual credit card fee.,Loan Issue
2532,HDFC Bank - Cash deposit machine was not working properly.,Customer Service Issue
2533,Unable to update contact details online.,Account Issue
2534,Unable to update contact details online.,Notification Issue
2535,Delay in issuing new debit card.,Customer Service Issue
2536,Cheque clearance took longer than expected.,Notification Issue
2537,Unable to update contact details online.,Credit Card Issue
2538,Customer support is unreachable most of the time.,Customer Service Issue
2539,Incorrect charges on my account statement.,Net Banking Issue
2540,ATM did not dispense cash but the amount was deducted.,Customer Service Issue
2541,Net banking account got locked without reason.,Credit Card Issue
2542,Cheque clearance took longer than expected.,Customer Service Issue
2543,Cash deposit machine was not working properly.,Fraudulent Transaction
2544,Customer care provided incorrect information.,Branch Service Issue
2545,HDFC Bank - ATM did not dispense cash but the amount was deducted.,Net Banking Issue
2546,Incorrect charges on my account statement.,Net Banking Issue
2547,Cheque clearance took longer than expected.,Branch Service Issue
2548,ATM did not dispense cash but the amount was deducted.,Credit Card Issue
2549,HDFC Bank - Interest rate on fixed deposit was not updated.,ATM Issue
2550,Unable to update contact details online.,Cheque Issue
2551,Online fund transfer failed but money was debited.,Notification Issue
2552,Loan EMI was auto-debited twice.,ATM Issue
2553,Cash deposit machine was not working properly.,Notification Issue
2554,Interest rate on fixed deposit was not updated.,Loan Issue
2555,Customer care provided incorrect information.,Cheque Issue
2556,Credit limit was reduced without notification.,Fraudulent Transaction
2557,Mobile banking app is frequently crashing.,ATM Issue
2558,Customer care provided incorrect information.,Notification Issue
2559,HDFC Bank - Credit card was blocked without prior notice.,Loan Issue
2560,Mobile banking app is frequently crashing.,Loan Issue
2561,Delay in issuing new debit card.,Notification Issue
2562,Delayed processing of loan application.,ATM Issue
2563,HDFC Bank - Unable to update contact details online.,Notification Issue
2564,Loan EMI was auto-debited twice.,Loan Issue
2565,Customer support is unreachable most of the time.,Loan Issue
2566,HDFC Bank - Unauthorized transaction detected on my debit card.,Customer Service Issue
2567,Incorrect deduction of annual credit card fee.,Account Issue
2568,Incorrect deduction of annual credit card fee.,Cheque Issue
2569,Delayed processing of loan application.,Notification Issue
2570,HDFC Bank - Credit card was blocked without prior notice.,Account Issue
2571,Mobile banking app is frequently crashing.,Account Issue
2572,Cash deposit machine was not working properly.,Loan Issue
2573,HDFC Bank - Cheque clearance took longer than expected.,Notification Issue
2574,Online fund transfer failed but money was debited.,Cheque Issue
2575,Credit limit was reduced without notification.,Customer Service Issue
2576,Cheque clearance took longer than expected.,Branch Service Issue
2577,Delay in issuing new debit card.,Loan Issue
2578,HDFC Bank - Incorrect charges on my account statement.,Branch Service Issue
2579,HDFC Bank - Branch staff was unhelpful and rude.,Credit Card Issue
2580,Mobile banking app is frequently crashing.,Customer Service Issue
2581,Mobile banking app is frequently crashing.,Net Banking Issue
2582,Net banking account got locked without reason.,Branch Service Issue
2583,Unauthorized transaction detected on my debit card.,Account Issue
2584,Credit card was blocked without prior notice.,Customer Service Issue
2585,Credit card was blocked without prior notice.,Customer Service Issue
2586,Incorrect charges on my account statement.,Credit Card Issue
2587,Delay in issuing new debit card.,Loan Issue
2588,HDFC Bank - ATM did not dispense cash but the amount was deducted.,Cheque Issue
2589,HDFC Bank - Credit card was blocked without prior notice.,ATM Issue
2590,SMS alerts not received for transactions.,ATM Issue
2591,Unauthorized transaction detected on my debit card.,Account Issue
2592,Customer support is unreachable most of the time.,Loan Issue
2593,Credit card was blocked without prior notice.,Net Banking Issue
2594,Credit card was blocked without prior notice.,Notification Issue
2595,ATM did not dispense cash but the amount was deducted.,Net Banking Issue
2596,Credit card was blocked without prior notice.,Customer Service Issue
2597,HDFC Bank - SMS alerts not received for transactions.,Loan Issue
2598,Branch staff was unhelpful and rude.,ATM Issue
2599,Cash deposit machine was not working properly.,Loan Issue
2600,Delay in issuing new debit card.,Notification Issue
2601,Unauthorized transaction detected on my debit card.,Credit Card Issue
2602,Branch staff was unhelpful and rude.,Customer Service Issue
2603,Customer support is unreachable most of the time.,Account Issue
2604,Credit card was blocked without prior notice.,Credit Card Issue
2605,HDFC Bank - Customer support is unreachable most of the time.,Fraudulent Transaction
2606,HDFC Bank - Cheque clearance took longer than expected.,Account Issue
2607,HDFC Bank - ATM did not dispense cash but the amount was deducted.,ATM Issue
2608,Delayed processing of loan application.,ATM Issue
2609,Cash deposit machine was not working properly.,ATM Issue
2610,Credit card was blocked without prior notice.,Cheque Issue
2611,Mobile banking app is frequently crashing.,Customer Service Issue
2612,Mobile banking app is frequently crashing.,Credit Card Issue
2613,ATM did not dispense cash but the amount was deducted.,Credit Card Issue
2614,Credit card was blocked without prior notice.,Notification Issue
2615,Cheque clearance took longer than expected.,Customer Service Issue
2616,Cash deposit machine was not working properly.,Fraudulent Transaction
2617,Unable to update contact details online.,Customer Service Issue
2618,Delayed processing of loan application.,Cheque Issue
2619,ATM did not dispense cash but the amount was deducted.,Net Banking Issue
2620,HDFC Bank - Mobile banking app is frequently crashing.,Loan Issue
2621,Incorrect deduction of annual credit card fee.,Loan Issue
2622,HDFC Bank - Delay in issuing new debit card.,ATM Issue
2623,HDFC Bank - Unable to update contact details online.,Customer Service Issue
2624,SMS alerts not received for transactions.,Fraudulent Transaction
2625,Online fund transfer failed but money was debited.,Net Banking Issue
2626,Unauthorized transaction detected on my debit card.,Fraudulent Transaction
2627,HDFC Bank - SMS alerts not received for transactions.,Notification Issue
2628,Branch staff was unhelpful and rude.,Customer Service Issue
2629,HDFC Bank - Credit card was blocked without prior notice.,Customer Service Issue
2630,Incorrect charges on my account statement.,Credit Card Issue
2631,Cheque clearance took longer than expected.,Branch Service Issue
2632,Loan EMI was auto-debited twice.,Cheque Issue
2633,Credit limit was reduced without notification.,Branch Service Issue
2634,Cash deposit machine was not working properly.,Fraudulent Transaction
2635,Branch staff was unhelpful and rude.,Account Issue
2636,Net banking account got locked without reason.,Loan Issue
2637,Loan EMI was auto-debited twice.,Credit Card Issue
2638,Interest rate on fixed deposit was not updated.,Customer Service Issue
2639,Credit card was blocked without prior notice.,Credit Card Issue
2640,Credit limit was reduced without notification.,Net Banking Issue
2641,Customer support is unreachable most of the time.,Cheque Issue
2642,Branch staff was unhelpful and rude.,Loan Issue
2643,Credit limit was reduced without notification.,Cheque Issue
2644,HDFC Bank - Interest rate on fixed deposit was not updated.,Customer Service Issue
2645,Delay in issuing new debit card.,Loan Issue
2646,Mobile banking app is frequently crashing.,Customer Service Issue
2647,SMS alerts not received for transactions.,Loan Issue
2648,HDFC Bank - Loan EMI was auto-debited twice.,Net Banking Issue
2649,Incorrect deduction of annual credit card fee.,Net Banking Issue
2650,Customer care provided incorrect information.,Customer Service Issue
2651,HDFC Bank - Unable to update contact details online.,Cheque Issue
2652,Credit card was blocked without prior notice.,Branch Service Issue
2653,HDFC Bank - Branch staff was unhelpful and rude.,Loan Issue
2654,Incorrect deduction of annual credit card fee.,Branch Service Issue
2655,Delayed processing of loan application.,Branch Service Issue
2656,Unable to update contact details online.,Credit Card Issue
2657,Delayed processing of loan application.,Cheque Issue
2658,HDFC Bank - Customer care provided incorrect information.,Customer Service Issue
2659,Credit limit was reduced without notification.,ATM Issue
2660,Cheque clearance took longer than expected.,Credit Card Issue
2661,Unable to update contact details online.,Credit Card Issue
2662,Incorrect deduction of annual credit card fee.,ATM Issue
2663,Cash deposit machine was not working properly.,Notification Issue
2664,Online fund transfer failed but money was debited.,Customer Service Issue
2665,HDFC Bank - Delay in issuing new debit card.,ATM Issue
2666,Credit card was blocked without prior notice.,Notification Issue
2667,Incorrect charges on my account statement.,Fraudulent Transaction
2668,Mobile banking app is frequently crashing.,Account Issue
2669,Customer support is unreachable most of the time.,Fraudulent Transaction
2670,Net banking account got locked without reason.,Loan Issue
2671,Cash deposit machine was not working properly.,Account Issue
2672,Net banking account got locked without reason.,Cheque Issue
2673,Unauthorized transaction detected on my debit card.,Account Issue
2674,HDFC Bank - Unauthorized transaction detected on my debit card.,Branch Service Issue
2675,Net banking account got locked without reason.,ATM Issue
2676,Customer support is unreachable most of the time.,ATM Issue
2677,ATM did not dispense cash but the amount was deducted.,Notification Issue
2678,HDFC Bank - Credit limit was reduced without notification.,Net Banking Issue
2679,Delayed processing of loan application.,ATM Issue
2680,Delayed processing of loan application.,Loan Issue
2681,HDFC Bank - Net banking account got locked without reason.,Branch Service Issue
2682,Credit limit was reduced without notification.,Cheque Issue
2683,HDFC Bank - Cash deposit machine was not working properly.,Net Banking Issue
2684,Online fund transfer failed but money was debited.,ATM Issue
2685,Net banking account got locked without reason.,Notification Issue
2686,Incorrect deduction of annual credit card fee.,Fraudulent Transaction
2687,SMS alerts not received for transactions.,Notification Issue
2688,Net banking account got locked without reason.,Fraudulent Transaction
2689,Customer care provided incorrect information.,Credit Card Issue
2690,Interest rate on fixed deposit was not updated.,Account Issue
2691,Branch staff was unhelpful and rude.,Credit Card Issue
2692,Credit card was blocked without prior notice.,Account Issue
2693,Incorrect deduction of annual credit card fee.,Credit Card Issue
2694,Customer care provided incorrect information.,Net Banking Issue
2695,Customer support is unreachable most of the time.,Account Issue
2696,Cash deposit machine was not working properly.,Net Banking Issue
2697,Net banking account got locked without reason.,Account Issue
2698,Loan EMI was auto-debited twice.,Credit Card Issue
2699,Customer care provided incorrect information.,Cheque Issue
2700,Credit card was blocked without prior notice.,Credit Card Issue
2701,Mobile banking app is frequently crashing.,Cheque Issue
2702,Interest rate on fixed deposit was not updated.,Branch Service Issue
2703,Unable to update contact details online.,Loan Issue
2704,Customer care provided incorrect information.,Cheque Issue
2705,HDFC Bank - Loan EMI was auto-debited twice.,Customer Service Issue
2706,Incorrect charges on my account statement.,Cheque Issue
2707,Cash deposit machine was not working properly.,ATM Issue
2708,HDFC Bank - Credit limit was reduced without notification.,Notification Issue
2709,HDFC Bank - ATM did not dispense cash but the amount was deducted.,Fraudulent Transaction
2710,Credit limit was reduced without notification.,Cheque Issue
2711,HDFC Bank - Unable to update contact details online.,Credit Card Issue
2712,Unable to update contact details online.,ATM Issue
2713,Credit card was blocked without prior notice.,Net Banking Issue
2714,HDFC Bank - Cheque clearance took longer than expected.,Notification Issue
2715,Credit limit was reduced without notification.,Net Banking Issue
2716,Online fund transfer failed but money was debited.,Account Issue
2717,Credit card was blocked without prior notice.,Account Issue
2718,ATM did not dispense cash but the amount was deducted.,Net Banking Issue
2719,Delay in issuing new debit card.,Account Issue
2720,HDFC Bank - Interest rate on fixed deposit was not updated.,Customer Service Issue
2721,ATM did not dispense cash but the amount was deducted.,Branch Service Issue
2722,Incorrect deduction of annual credit card fee.,ATM Issue
2723,HDFC Bank - Incorrect charges on my account statement.,Customer Service Issue
2724,Net banking account got locked without reason.,Credit Card Issue
2725,Cheque clearance took longer than expected.,Branch Service Issue
2726,HDFC Bank - Incorrect charges on my account statement.,ATM Issue
2727,HDFC Bank - Cash deposit machine was not working properly.,Branch Service Issue
2728,Net banking account got locked without reason.,ATM Issue
2729,Unauthorized transaction detected on my debit card.,Credit Card Issue
2730,Delay in issuing new debit card.,Customer Service Issue
2731,HDFC Bank - Cash deposit machine was not working properly.,Fraudulent Transaction
2732,Interest rate on fixed deposit was not updated.,ATM Issue
2733,Net banking account got locked without reason.,Credit Card Issue
2734,Credit card was blocked without prior notice.,Cheque Issue
2735,SMS alerts not received for transactions.,Net Banking Issue
2736,Cash deposit machine was not working properly.,Notification Issue
2737,Mobile banking app is frequently crashing.,Fraudulent Transaction
2738,Unauthorized transaction detected on my debit card.,Customer Service Issue
2739,Branch staff was unhelpful and rude.,Customer Service Issue
2740,Incorrect deduction of annual credit card fee.,ATM Issue
2741,Delayed processing of loan application.,Loan Issue
2742,Online fund transfer failed but money was debited.,Fraudulent Transaction
2743,Mobile banking app is frequently crashing.,Branch Service Issue
2744,Loan EMI was auto-debited twice.,Customer Service Issue
2745,Net banking account got locked without reason.,Cheque Issue
2746,Delay in issuing new debit card.,Loan Issue
2747,Interest rate on fixed deposit was not updated.,Cheque Issue
2748,Mobile banking app is frequently crashing.,Branch Service Issue
2749,SMS alerts not received for transactions.,Cheque Issue
2750,Net banking account got locked without reason.,Customer Service Issue
2751,SMS alerts not received for transactions.,ATM Issue
2752,Delay in issuing new debit card.,ATM Issue
2753,Customer support is unreachable most of the time.,Notification Issue
2754,Customer support is unreachable most of the time.,Loan Issue
2755,Credit limit was reduced without notification.,Branch Service Issue
2756,HDFC Bank - Cash deposit machine was not working properly.,Notification Issue
2757,HDFC Bank - Online fund transfer failed but money was debited.,Net Banking Issue
2758,HDFC Bank - Customer support is unreachable most of the time.,Cheque Issue
2759,Unauthorized transaction detected on my debit card.,Net Banking Issue
2760,Unable to update contact details online.,Net Banking Issue
2761,Mobile banking app is frequently crashing.,Cheque Issue
2762,HDFC Bank - Incorrect charges on my account statement.,Branch Service Issue
2763,Customer care provided incorrect information.,Branch Service Issue
2764,HDFC Bank - Cash deposit machine was not working properly.,Account Issue
2765,HDFC Bank - Branch staff was unhelpful and rude.,Credit Card Issue
2766,ATM did not dispense cash but the amount was deducted.,Net Banking Issue
2767,Interest rate on fixed deposit was not updated.,Loan Issue
2768,Credit limit was reduced without notification.,Account Issue
2769,Net banking account got locked without reason.,Credit Card Issue
2770,Credit limit was reduced without notification.,Fraudulent Transaction
2771,HDFC Bank - Interest rate on fixed deposit was not updated.,Credit Card Issue
2772,Cash deposit machine was not working properly.,Loan Issue
2773,HDFC Bank - Incorrect deduction of annual credit card fee.,Account Issue
2774,Customer care provided incorrect information.,Notification Issue
2775,Cheque clearance took longer than expected.,Loan Issue
2776,Customer care provided incorrect information.,Branch Service Issue
2777,Customer support is unreachable most of the time.,Cheque Issue
2778,Mobile banking app is frequently crashing.,Branch Service Issue
2779,Mobile banking app is frequently crashing.,Customer Service Issue
2780,Online fund transfer failed but money was debited.,Branch Service Issue
2781,ATM did not dispense cash but the amount was deducted.,Customer Service Issue
2782,ATM did not dispense cash but the amount was deducted.,Credit Card Issue
2783,Delay in issuing new debit card.,Cheque Issue
2784,Customer support is unreachable most of the time.,Credit Card Issue
2785,Cash deposit machine was not working properly.,Cheque Issue
2786,SMS alerts not received for transactions.,Credit Card Issue
2787,ATM did not dispense cash but the amount was deducted.,ATM Issue
2788,HDFC Bank - Loan EMI was auto-debited twice.,ATM Issue
2789,HDFC Bank - Incorrect charges on my account statement.,Account Issue
2790,Cheque clearance took longer than expected.,Notification Issue
2791,Branch staff was unhelpful and rude.,Account Issue
2792,HDFC Bank - Unauthorized transaction detected on my debit card.,Net Banking Issue
2793,Cheque clearance took longer than expected.,Notification Issue
2794,Loan EMI was auto-debited twice.,Account Issue
2795,Net banking account got locked without reason.,Customer Service Issue
2796,Customer care provided incorrect information.,Loan Issue
2797,Online fund transfer failed but money was debited.,ATM Issue
2798,Loan EMI was auto-debited twice.,Branch Service Issue
2799,Cheque clearance took longer than expected.,Loan Issue
2800,Loan EMI was auto-debited twice.,Notification Issue
2801,Customer care provided incorrect information.,Cheque Issue
2802,Credit card was blocked without prior notice.,Account Issue
2803,Loan EMI was auto-debited twice.,Branch Service Issue
2804,Incorrect deduction of annual credit card fee.,Branch Service Issue
2805,ATM did not dispense cash but the amount was deducted.,ATM Issue
2806,Credit card was blocked without prior notice.,Credit Card Issue
2807,Cheque clearance took longer than expected.,Customer Service Issue
2808,HDFC Bank - Incorrect charges on my account statement.,Loan Issue
2809,Delay in issuing new debit card.,Fraudulent Transaction
2810,Online fund transfer failed but money was debited.,Account Issue
2811,Delay in issuing new debit card.,Cheque Issue
2812,Mobile banking app is frequently crashing.,Notification Issue
2813,Credit limit was reduced without notification.,Credit Card Issue
2814,Cash deposit machine was not working properly.,ATM Issue
2815,Incorrect charges on my account statement.,Fraudulent Transaction
2816,HDFC Bank - ATM did not dispense cash but the amount was deducted.,Branch Service Issue
2817,Incorrect deduction of annual credit card fee.,Branch Service Issue
2818,Customer care provided incorrect information.,Account Issue
2819,HDFC Bank - Online fund transfer failed but money was debited.,Fraudulent Transaction
2820,SMS alerts not received for transactions.,Account Issue
2821,Credit limit was reduced without notification.,Cheque Issue
2822,Unable to update contact details online.,Fraudulent Transaction
2823,Net banking account got locked without reason.,Loan Issue
2824,Loan EMI was auto-debited twice.,Notification Issue
2825,Incorrect deduction of annual credit card fee.,Fraudulent Transaction
2826,HDFC Bank - Delay in issuing new debit card.,Net Banking Issue
2827,Customer care provided incorrect information.,Fraudulent Transaction
2828,Online fund transfer failed but money was debited.,Net Banking Issue
2829,Online fund transfer failed but money was debited.,Net Banking Issue
2830,Delay in issuing new debit card.,Loan Issue
2831,Credit card was blocked without prior notice.,Customer Service Issue
2832,Cheque clearance took longer than expected.,Net Banking Issue
2833,Unauthorized transaction detected on my debit card.,Notification Issue
2834,Online fund transfer failed but money was debited.,ATM Issue
2835,HDFC Bank - Mobile banking app is frequently crashing.,Credit Card Issue
2836,Interest rate on fixed deposit was not updated.,Notification Issue
2837,SMS alerts not received for transactions.,Fraudulent Transaction
2838,HDFC Bank - Unable to update contact details online.,Account Issue
2839,Net banking account got locked without reason.,Cheque Issue
2840,Customer support is unreachable most of the time.,Account Issue
2841,SMS alerts not received for transactions.,Customer Service Issue
2842,HDFC Bank - Delayed processing of loan application.,Fraudulent Transaction
2843,HDFC Bank - Incorrect charges on my account statement.,Notification Issue
2844,Customer support is unreachable most of the time.,ATM Issue
2845,Branch staff was unhelpful and rude.,Notification Issue
2846,HDFC Bank - Credit card was blocked without prior notice.,Notification Issue
2847,Customer support is unreachable most of the time.,Credit Card Issue
2848,Incorrect charges on my account statement.,Branch Service Issue
2849,ATM did not dispense cash but the amount was deducted.,Customer Service Issue
2850,ATM did not dispense cash but the amount was deducted.,Net Banking Issue
2851,Incorrect charges on my account statement.,Loan Issue
2852,Credit card was blocked without prior notice.,Account Issue
2853,Net banking account got locked without reason.,Account Issue
2854,Unable to update contact details online.,Net Banking Issue
2855,Branch staff was unhelpful and rude.,Credit Card Issue
2856,Mobile banking app is frequently crashing.,Branch Service Issue
2857,HDFC Bank - Cash deposit machine was not working properly.,Cheque Issue
2858,Unauthorized transaction detected on my debit card.,Branch Service Issue
2859,Net banking account got locked without reason.,Credit Card Issue
2860,Customer care provided incorrect information.,Fraudulent Transaction
2861,HDFC Bank - Mobile banking app is frequently crashing.,Cheque Issue
2862,Loan EMI was auto-debited twice.,Branch Service Issue
2863,Online fund transfer failed but money was debited.,Credit Card Issue
2864,Interest rate on fixed deposit was not updated.,Customer Service Issue
2865,Customer support is unreachable most of the time.,Fraudulent Transaction
2866,HDFC Bank - Cheque clearance took longer than expected.,Account Issue
2867,Net banking account got locked without reason.,Net Banking Issue
2868,HDFC Bank - Unable to update contact details online.,Branch Service Issue
2869,Credit card was blocked without prior notice.,Cheque Issue
2870,Branch staff was unhelpful and rude.,Loan Issue
2871,Cheque clearance took longer than expected.,Branch Service Issue
2872,Mobile banking app is frequently crashing.,ATM Issue
2873,Delay in issuing new debit card.,Fraudulent Transaction
2874,Cash deposit machine was not working properly.,Branch Service Issue
2875,Net banking account got locked without reason.,Net Banking Issue
2876,HDFC Bank - Credit card was blocked without prior notice.,Branch Service Issue
2877,HDFC Bank - Interest rate on fixed deposit was not updated.,Fraudulent Transaction
2878,Credit limit was reduced without notification.,Notification Issue
2879,Customer care provided incorrect information.,Branch Service Issue
2880,SMS alerts not received for transactions.,Cheque Issue
2881,Credit card was blocked without prior notice.,Account Issue
2882,Net banking account got locked without reason.,Customer Service Issue
2883,Customer care provided incorrect information.,Credit Card Issue
2884,Customer support is unreachable most of the time.,Notification Issue
2885,Delay in issuing new debit card.,Branch Service Issue
2886,ATM did not dispense cash but the amount was deducted.,Notification Issue
2887,Loan EMI was auto-debited twice.,Branch Service Issue
2888,Online fund transfer failed but money was debited.,Credit Card Issue
2889,ATM did not dispense cash but the amount was deducted.,Notification Issue
2890,Unable to update contact details online.,Account Issue
2891,Unable to update contact details online.,Cheque Issue
2892,Mobile banking app is frequently crashing.,Notification Issue
2893,Incorrect charges on my account statement.,Net Banking Issue
2894,Mobile banking app is frequently crashing.,Loan Issue
2895,Branch staff was unhelpful and rude.,Credit Card Issue
2896,Customer care provided incorrect information.,Customer Service Issue
2897,Cash deposit machine was not working properly.,Account Issue
2898,HDFC Bank - Mobile banking app is frequently crashing.,Customer Service Issue
2899,Online fund transfer failed but money was debited.,ATM Issue
2900,Mobile banking app is frequently crashing.,Credit Card Issue
2901,Customer support is unreachable most of the time.,Notification Issue
2902,Delay in issuing new debit card.,Credit Card Issue
2903,ATM did not dispense cash but the amount was deducted.,Branch Service Issue
2904,Net banking account got locked without reason.,Notification Issue
2905,Online fund transfer failed but money was debited.,Cheque Issue
2906,Credit card was blocked without prior notice.,Fraudulent Transaction
2907,Unauthorized transaction detected on my debit card.,Notification Issue
2908,Customer support is unreachable most of the time.,Net Banking Issue
2909,Interest rate on fixed deposit was not updated.,Net Banking Issue
2910,Cash deposit machine was not working properly.,Credit Card Issue
2911,Cash deposit machine was not working properly.,Customer Service Issue
2912,Loan EMI was auto-debited twice.,Credit Card Issue
2913,Branch staff was unhelpful and rude.,Account Issue
2914,ATM did not dispense cash but the amount was deducted.,Loan Issue
2915,Customer care provided incorrect information.,Fraudulent Transaction
2916,Customer care provided incorrect information.,Account Issue
2917,SMS alerts not received for transactions.,Branch Service Issue
2918,Online fund transfer failed but money was debited.,Branch Service Issue
2919,Cash deposit machine was not working properly.,Account Issue
2920,Unable to update contact details online.,Branch Service Issue
2921,ATM did not dispense cash but the amount was deducted.,ATM Issue
2922,Incorrect charges on my account statement.,Notification Issue
2923,Delayed processing of loan application.,Notification Issue
2924,Cash deposit machine was not working properly.,Customer Service Issue
2925,Cheque clearance took longer than expected.,Net Banking Issue
2926,Online fund transfer failed but money was debited.,Branch Service Issue
2927,HDFC Bank - Delay in issuing new debit card.,Net Banking Issue
2928,HDFC Bank - Delayed processing of loan application.,Account Issue
2929,ATM did not dispense cash but the amount was deducted.,Loan Issue
2930,Cash deposit machine was not working properly.,Cheque Issue
2931,Customer care provided incorrect information.,Fraudulent Transaction
2932,SMS alerts not received for transactions.,Loan Issue
2933,Net banking account got locked without reason.,Net Banking Issue
2934,Interest rate on fixed deposit was not updated.,Account Issue
2935,HDFC Bank - Unable to update contact details online.,Credit Card Issue
2936,Customer care provided incorrect information.,Loan Issue
2937,Loan EMI was auto-debited twice.,Customer Service Issue
2938,Loan EMI was auto-debited twice.,ATM Issue
2939,HDFC Bank - Interest rate on fixed deposit was not updated.,Cheque Issue
2940,Incorrect deduction of annual credit card fee.,Fraudulent Transaction
2941,Delayed processing of loan application.,Fraudulent Transaction
2942,Customer care provided incorrect information.,Account Issue
2943,Credit limit was reduced without notification.,Cheque Issue
2944,Interest rate on fixed deposit was not updated.,Customer Service Issue
2945,Interest rate on fixed deposit was not updated.,Fraudulent Transaction
2946,HDFC Bank - Customer support is unreachable most of the time.,Branch Service Issue
2947,Branch staff was unhelpful and rude.,Customer Service Issue
2948,HDFC Bank - ATM did not dispense cash but the amount was deducted.,Net Banking Issue
2949,Incorrect charges on my account statement.,ATM Issue
2950,Interest rate on fixed deposit was not updated.,Account Issue
2951,Online fund transfer failed but money was debited.,Loan Issue
2952,Delayed processing of loan application.,ATM Issue
2953,Delayed processing of loan application.,Account Issue
2954,Delay in issuing new debit card.,Branch Service Issue
2955,Net banking account got locked without reason.,Branch Service Issue
2956,Cheque clearance took longer than expected.,Cheque Issue
2957,Delayed processing of loan application.,Credit Card Issue
2958,HDFC Bank - Cheque clearance took longer than expected.,Branch Service Issue
2959,Branch staff was unhelpful and rude.,Notification Issue
2960,Incorrect charges on my account statement.,Cheque Issue
2961,Delayed processing of loan application.,ATM Issue
