CustomerID,Age,Gender,AnnualIncome,PurchaseAmount,PurchaseFrequency,LastPurchaseDate,ProductCategory,LoyaltyProgramMember,CustomerRating
1527,,Other,30313,68.4516296,42,07-03-2027,Clothing,0,4.728520293
1528,43,Female,105998,65.8463306,13,08-03-2027,Books,0,2.809256699
1529,38,Female,25801,311.6862713,4,09-03-2027,Toys,1,3.937789111
1530,45,Male,34130,339.3885225,43,10-03-2027,Home,1,3.004082288
1531,63,Other,34271,389.7795945,36,11-03-2027,Toys,1,3.4174459
1532,19,Female,36075,280.5576161,14,12-03-2027,Home,0,2.211094369
1533,60,Other,38984,324.6508497,18,13-03-2027,Electronics,0,1.801441216
1534,18,Other,108095,11.69104949,8,14-03-2027,Clothing,0,3.170280814
1535,68,Male,80942,85.27450993,32,15-03-2027,Clothing,0,2.760875892
1536,53,Male,32861,492.5328092,27,16-03-2027,Electronics,1,2.560452854
1537,68,Other,118970,42.61678563,42,17-03-2027,Electronics,0,3.69026878
1538,43,Other,102203,341.00017,37,18-03-2027,Home,0,3.762026528
1539,46,Other,91376,92.16090335,23,19-03-2027,Electronics,1,1.183680224
1540,38,Other,81247,359.7757,7,20-03-2027,Home,0,2.354977977
1541,28,Male,89101,354.4652495,12,21-03-2027,Toys,1,2.647058201
1542,57,Female,40977,120.9285346,25,22-03-2027,Clothing,0,1.387568645
1543,28,Male,70617,138.4690276,3,23-03-2027,Clothing,1,1.943603467
1544,53,Female,77473,329.1115032,26,24-03-2027,Clothing,1,1.206567189
1545,66,Other,106654,198.0925892,4,25-03-2027,Toys,1,4.984968394
1546,56,Female,108177,101.301245,42,26-03-2027,Toys,0,3.946228812
1547,57,Male,92902,367.1814014,36,27-03-2027,Books,1,
1548,52,Male,112172,81.30302455,15,28-03-2027,Home,0,1.080997519
1549,51,Other,35630,428.5436138,32,29-03-2027,Home,0,3.877151201
1550,64,Male,40056,259.7614144,29,30-03-2027,Books,0,2.756768663
1551,41,Other,27382,57.32179892,10,31-03-2027,Clothing,0,4.147186836
1552,39,Male,75739,348.5658051,21,01-04-2027,Home,0,4.693904151
1553,22,Male,101685,261.9857046,16,02-04-2027,Home,,3.397201556
1554,50,Other,68639,152.538498,47,03-04-2027,Clothing,1,1.748433692
1555,53,Female,79838,214.1569932,19,04-04-2027,Electronics,1,4.128776144
1556,64,Male,66041,152.6771831,29,05-04-2027,Electronics,0,4.823246973
1557,37,,20992,135.1977887,18,06-04-2027,,0,3.320925148
1558,36,Male,92394,85.98616832,44,07-04-2027,Toys,0,3.727989789
1559,52,Male,87657,184.5697309,16,08-04-2027,Home,0,2.34989878
1560,69,Male,47160,129.2386671,1,09-04-2027,Home,0,2.526110779
1561,60,Male,65156,343.3000711,48,10-04-2027,Books,1,3.938617991
1562,34,Female,71375,343.5189869,2,11-04-2027,Books,1,4.711084394
1563,62,Female,106442,253.4109201,15,12-04-2027,Home,0,3.515953549
1564,60,Male,39572,390.0825411,39,13-04-2027,Clothing,0,4.159391634
1565,51,Male,24136,421.4631609,28,14-04-2027,Clothing,1,1.68654007
1566,26,Female,81868,291.9843964,1,15-04-2027,Toys,0,1.847836361
1567,43,Other,102263,311.3729056,5,16-04-2027,Home,0,3.128138747
1568,19,Other,52167,145.0285253,42,17-04-2027,Home,0,1.706216769
1569,26,Female,35479,447.9602543,22,18-04-2027,Home,1,3.539980281
1570,26,Male,51376,16.98199199,36,19-04-2027,Home,1,2.166612742
1571,57,Male,24823,177.5582224,46,20-04-2027,Books,0,
1572,34,Other,90456,362.2912087,13,21-04-2027,Electronics,1,4.232441386
1573,18,Other,39585,44.64430729,1,22-04-2027,Home,1,2.855149823
1574,42,Female,37272,95.66891608,16,23-04-2027,Electronics,0,1.72324254
1575,60,Other,46619,296.6964353,41,24-04-2027,Clothing,,3.587099844
1576,57,Female,95069,282.1968674,22,25-04-2027,Toys,1,4.971148073
1577,59,Other,59895,370.7695066,32,26-04-2027,Clothing,1,3.490363592
1578,42,Other,23720,407.2432563,16,27-04-2027,Home,1,1.143098763
1579,56,Other,39267,68.64689136,15,28-04-2027,Clothing,1,1.069175903
1580,52,Male,35696,14.09858994,46,29-04-2027,Books,1,2.281447882
,20,Male,49968,346.3710672,42,30-04-2027,Electronics,0,1.783135227
1582,67,Male,73364,154.1889389,12,01-05-2027,Home,0,4.252204829
1583,54,Other,43345,314.8620374,1,,Books,0,4.379222668
1584,61,Female,71567,79.51957109,17,03-05-2027,Electronics,1,2.034475085
1585,61,Female,111229,237.1748231,41,04-05-2027,Books,0,2.302579108
1586,68,Female,81607,254.6902493,28,05-05-2027,Clothing,1,1.944987871
1587,47,Female,39385,294.6135191,,06-05-2027,Home,1,4.633530189
1588,55,Male,103658,259.0191581,9,07-05-2027,Clothing,0,3.010597338
1589,51,Male,86900,250.3669313,22,08-05-2027,Toys,1,3.624548176
1590,29,Other,88244,169.7034062,26,09-05-2027,Home,0,2.661928347
1591,36,Other,85425,40.23421698,12,10-05-2027,Clothing,1,3.524056774
1592,54,Female,98518,49.31249741,7,11-05-2027,Home,0,2.543421507
1593,61,Male,102844,219.7202458,46,12-05-2027,Electronics,0,2.358713751
1594,66,Female,52919,181.1175983,47,13-05-2027,Home,0,3.537920293
1595,34,Other,110697,260.4867283,15,14-05-2027,Home,0,3.364248312
1596,27,Other,77196,155.8948938,38,15-05-2027,Electronics,1,2.174111817
1597,66,,99401,345.5154953,21,16-05-2027,Clothing,0,1.597393801
1598,64,Other,20495,432.6576369,14,17-05-2027,Home,1,2.474306775
1599,29,Female,64755,152.9372784,2,18-05-2027,Books,0,2.660790557
1600,33,Male,87684,100.5270839,,19-05-2027,Home,0,3.514737334
1601,41,Female,53324,62.50938426,45,20-05-2027,Clothing,0,4.658115055
1602,36,Male,98929,310.0457501,6,21-05-2027,Electronics,1,1.14473919
1603,25,Male,21552,224.7087156,37,22-05-2027,Clothing,0,1.97464405
,48,Other,71272,98.06778001,37,23-05-2027,Toys,0,1.774863769
1605,38,Other,55853,328.302683,33,24-05-2027,Home,1,3.009177635
1606,34,Other,52924,78.49917559,41,25-05-2027,Home,0,2.718803228
1607,40,Female,94462,279.3788494,6,26-05-2027,Electronics,1,3.916150495
1608,54,Female,116387,265.9384489,26,27-05-2027,Home,0,1.96966365
1609,33,Other,43889,368.4427616,39,28-05-2027,Books,0,3.377993463
1610,23,Female,74675,32.27927177,41,29-05-2027,Books,0,4.535429054
1611,25,Other,93591,444.4971013,37,30-05-2027,Clothing,1,4.64271096
1612,42,Female,90190,352.9809044,14,31-05-2027,Electronics,0,4.835138419
1613,35,Male,42634,111.9823692,37,01-06-2027,Toys,0,4.093044608
1614,42,Male,52363,95.78564756,8,02-06-2027,Clothing,0,4.623951625
1615,29,Other,83752,218.671806,39,03-06-2027,Electronics,1,1.938123488
1616,32,Female,97004,409.6948381,13,04-06-2027,Electronics,1,1.790323777
1617,43,Female,76398,422.2602466,13,05-06-2027,Clothing,1,1.025952335
1618,58,Male,118458,262.6257656,40,06-06-2027,Clothing,1,3.82737743
1619,62,Male,60718,431.101377,43,07-06-2027,Home,1,4.749868751
1620,43,Other,102916,7.69463605,28,08-06-2027,Toys,1,1.74774138
1621,64,Male,46870,22.41144261,18,09-06-2027,Books,0,3.547774302
1622,49,Other,57394,456.3516889,19,10-06-2027,Home,0,3.985839037
1623,27,Male,72057,388.7893053,38,11-06-2027,Electronics,0,4.710456941
,33,Male,99795,228.0994988,32,12-06-2027,Toys,0,3.587440896
1625,24,Female,100409,378.0370151,22,13-06-2027,Toys,0,4.881174931
1626,34,Male,33016,478.0415336,2,14-06-2027,Clothing,1,2.378692564
1627,40,Male,62137,387.1843143,13,15-06-2027,Toys,1,2.399714135
1628,43,Other,20153,421.9738102,23,16-06-2027,Toys,1,3.17205004
1629,38,Male,27853,381.5002578,25,17-06-2027,Electronics,0,2.534007524
1630,39,Other,32379,88.26449075,28,18-06-2027,Home,1,1.005702913
1631,24,Male,35792,417.6191843,11,19-06-2027,Toys,0,3.9270881
1632,31,Male,58367,101.5788659,33,20-06-2027,Clothing,1,4.006868166
1633,32,Other,38100,446.8426074,24,21-06-2027,Home,0,3.987898419
1634,24,Female,83456,232.0316996,2,22-06-2027,Clothing,1,2.380082666
1635,26,Other,31049,340.1034924,30,23-06-2027,Toys,0,3.089157893
1636,68,Other,20786,251.1342197,17,24-06-2027,Home,1,2.439894073
1637,65,Other,89904,51.52551006,40,25-06-2027,Toys,0,1.0641456
1638,25,Female,50699,148.9075423,34,26-06-2027,Electronics,1,3.249795765
1639,67,Male,67691,491.9472677,38,27-06-2027,Home,0,1.495042664
1640,40,Other,57040,480.5538021,,28-06-2027,Clothing,0,1.320165296
1641,46,Other,112990,163.6410143,5,29-06-2027,Electronics,0,4.021996275
1642,35,Female,77986,498.1669181,48,30-06-2027,Books,0,1.03802481
1643,48,Other,58762,423.5478418,40,01-07-2027,Clothing,1,4.836033774
1644,47,Male,43600,307.4249522,16,02-07-2027,Toys,1,3.061021456
1645,69,Female,114774,24.86168703,13,03-07-2027,Clothing,1,4.932065723
1646,56,Male,110777,451.2161806,26,04-07-2027,Books,0,1.23199029
1647,52,Male,39810,280.9274932,31,05-07-2027,Clothing,1,3.334118195
1648,35,Female,105703,434.8956948,39,06-07-2027,Electronics,0,2.397308144
1649,59,Other,107347,418.0424144,48,07-07-2027,Clothing,1,4.373929971
,56,Male,77204,417.3380765,23,08-07-2027,Home,0,2.444890941
1651,34,Male,40085,350.5960611,48,09-07-2027,Books,1,2.041950316
1652,31,Male,66854,149.2504936,12,10-07-2027,Clothing,0,4.430212508
1653,48,,94797,171.3993276,14,11-07-2027,Books,0,2.498612367
1654,41,Female,104269,157.6922602,18,12-07-2027,Electronics,1,1.067333279
1655,52,Female,59779,14.92276977,27,13-07-2027,Home,1,2.561156403
1656,61,Male,76207,293.3716101,28,14-07-2027,Toys,1,3.618089076
1657,62,Other,114615,350.9226669,18,,Clothing,0,2.017438155
1658,51,Male,53980,427.6636668,16,16-07-2027,Electronics,0,2.72795037
1659,20,Other,76117,74.38188952,16,17-07-2027,Books,0,1.226860553
1660,54,Male,34141,274.3706587,13,18-07-2027,Books,1,3.352371166
1661,60,Other,29344,8.964029634,29,19-07-2027,Electronics,0,4.025179695
1662,57,Male,35896,52.07135562,9,20-07-2027,Clothing,1,2.653250246
1663,43,Other,109353,31.83481338,26,21-07-2027,Toys,0,2.680930531
1664,40,Male,49813,364.1116268,28,22-07-2027,Clothing,1,1.353129994
1665,61,,104431,45.12448412,41,23-07-2027,Home,0,1.807763458
1666,56,Other,85679,359.6442259,13,24-07-2027,Clothing,0,1.618701213
1667,32,Female,30681,128.5642287,36,25-07-2027,Home,1,2.926751075
1668,66,Other,92903,439.4679155,9,26-07-2027,Books,0,3.117022164
1669,21,Female,23228,407.5092442,47,27-07-2027,Home,0,4.795760525
1670,46,Male,24582,479.1259577,14,28-07-2027,Toys,1,1.292926017
1671,39,Other,98683,442.4621977,12,29-07-2027,Electronics,0,3.399471893
1672,42,Other,31397,466.9980625,32,30-07-2027,Home,1,3.105994109
1673,30,Other,58799,430.0774863,38,31-07-2027,Clothing,1,3.064932392
1674,35,Female,57011,348.2240408,3,01-08-2027,Home,0,4.49263715
1675,50,Female,99183,89.2782803,16,02-08-2027,Books,0,1.822153883
1676,,Male,113254,139.4952218,20,03-08-2027,Home,0,1.163093097
1677,62,Female,64264,110.2998482,32,04-08-2027,Toys,1,3.689086031
1678,59,Female,62317,303.7749649,23,05-08-2027,Home,0,2.380629857
1679,61,Male,,254.2918693,17,06-08-2027,Toys,1,1.070359665
1680,19,Other,104633,434.2045986,16,07-08-2027,Clothing,0,2.005496029
1681,52,Other,65254,476.5730689,38,08-08-2027,Books,0,2.237307097
1682,59,Male,60096,205.4056454,8,09-08-2027,Electronics,1,3.467353507
1683,51,Other,73785,255.6435239,19,10-08-2027,Clothing,0,1.690343176
1684,47,Female,72344,485.9005966,30,11-08-2027,Clothing,0,2.652217392
1685,30,Male,102643,141.7382761,34,12-08-2027,Electronics,0,2.929901778
1686,30,Male,,397.2334338,14,13-08-2027,Home,0,2.836949565
1687,35,Male,91091,116.4937517,22,14-08-2027,Home,0,4.895763067
1688,49,Other,85603,342.3227571,44,15-08-2027,Home,1,1.182016951
1689,49,Male,48412,130.5397357,17,16-08-2027,Books,0,4.803872746
1690,52,Male,71658,442.4480275,15,17-08-2027,Clothing,1,3.327748856
1691,,Male,119841,282.9315821,48,18-08-2027,Toys,0,4.18291086
1692,63,Other,69549,97.03715223,32,19-08-2027,Electronics,,2.721570472
1693,69,Female,31549,116.062742,13,20-08-2027,Clothing,1,2.815351525
1694,46,Male,91216,249.4553519,21,21-08-2027,Home,0,4.517305996
1695,66,Female,45739,480.9930027,49,22-08-2027,Electronics,0,4.583737985
1696,46,Other,41209,385.9728711,40,23-08-2027,Toys,1,1.954755526
1697,61,Other,107968,246.7132732,33,24-08-2027,Clothing,1,1.796967514
1698,33,Other,35116,172.1709766,27,25-08-2027,Clothing,0,2.984940695
1699,61,Other,40045,276.8879042,35,26-08-2027,Books,1,4.601108109
1700,64,Female,46327,375.4386125,16,27-08-2027,Clothing,1,2.289420374
1701,27,Male,55709,393.0446513,28,28-08-2027,Clothing,1,3.608058461
,47,Other,63617,165.6813551,34,29-08-2027,Toys,1,3.832606751
1703,42,Other,80139,,47,30-08-2027,Toys,0,4.11469866
1704,56,Female,46905,330.6054461,1,31-08-2027,Electronics,0,3.255697832
1705,37,Female,84148,479.7605845,41,01-09-2027,Home,1,2.609820713
1706,22,Other,92603,465.8896938,48,02-09-2027,Toys,0,4.868063955
1707,18,Male,118095,395.7427662,31,03-09-2027,Electronics,1,3.445323013
1708,47,Male,62919,363.080371,36,04-09-2027,Clothing,0,3.914260847
1709,66,Other,103521,140.6505869,44,05-09-2027,Electronics,0,
1710,20,Female,112905,423.7528018,33,06-09-2027,Electronics,1,3.679796724
1711,62,Other,103400,216.6153233,33,07-09-2027,Electronics,1,2.031190649
1712,31,Other,108150,139.7590685,39,08-09-2027,Electronics,0,1.98038767
1713,47,Female,78446,195.1595752,18,09-09-2027,Toys,0,3.858888807
1714,67,Other,72428,418.7880676,23,10-09-2027,Home,0,3.085578945
1715,21,Other,67894,78.57344171,23,11-09-2027,Electronics,1,3.733106442
1716,35,Other,101149,230.7985769,15,12-09-2027,Books,0,2.077753963
1717,54,Female,26447,248.7170093,26,13-09-2027,Clothing,1,3.394893364
1718,42,Male,25499,23.13170031,30,14-09-2027,Clothing,1,2.775734599
1719,65,Male,59041,101.8942846,25,15-09-2027,Clothing,1,3.387841147
1720,18,Female,51315,414.2375021,45,16-09-2027,Clothing,0,2.163518929
1721,63,Male,21299,416.2298574,16,17-09-2027,Clothing,1,3.861803855
1722,32,Other,24994,149.7454665,39,18-09-2027,Electronics,0,4.223717465
1723,26,Male,115414,438.0741311,48,19-09-2027,Home,1,2.039665895
1724,32,Other,101163,387.0325548,45,20-09-2027,Books,0,2.202482239
1725,66,Male,27489,211.8642045,14,21-09-2027,Toys,0,3.644617079
1726,41,Female,111647,375.4611405,17,22-09-2027,Books,1,3.782340697
1727,21,Male,52355,480.8606424,12,23-09-2027,Toys,1,3.816398738
1728,29,Male,93805,232.1900104,29,24-09-2027,Toys,0,3.730794019
1729,54,Male,88367,123.0214536,32,25-09-2027,Books,0,2.571230868
1730,54,Female,97355,471.1991675,,26-09-2027,Electronics,1,2.579414698
1731,60,Male,110349,303.8534228,13,27-09-2027,Clothing,1,2.019270495
1732,23,Female,107173,57.10625543,20,28-09-2027,Electronics,0,1.6273348
1733,56,Other,21996,288.4779938,15,29-09-2027,Clothing,0,3.770309518
1734,63,Male,64387,252.7875403,4,30-09-2027,Home,1,1.372755144
1735,41,Female,23089,428.5165026,34,01-10-2027,Toys,0,4.751169147
1736,28,Female,118827,267.6941189,28,02-10-2027,Books,1,4.306745215
1737,30,Male,40659,131.340055,2,03-10-2027,Home,1,4.43002296
1738,51,Other,65178,339.4438116,47,04-10-2027,Clothing,1,4.626675258
1739,42,Female,115965,273.574849,30,05-10-2027,Electronics,1,2.634419883
1740,24,Male,101268,120.357091,26,06-10-2027,Books,0,4.386802893
1741,69,Other,105042,288.9457897,47,07-10-2027,Toys,1,1.632245201
1742,21,Female,90726,411.6601111,26,08-10-2027,Home,1,1.086567178
1743,25,Female,90111,19.14260427,20,09-10-2027,Toys,0,4.139565579
1744,37,Other,54565,317.2712641,42,10-10-2027,Clothing,0,1.299186592
1745,46,Other,109242,178.0446719,28,11-10-2027,Toys,1,4.954098669
1746,68,Male,42884,149.8723657,20,12-10-2027,Electronics,1,3.699185718
1747,62,Male,37199,199.3309364,11,13-10-2027,Home,1,4.013798841
1748,63,Female,80038,174.3012188,10,14-10-2027,Home,1,1.983215425
1749,27,Other,77786,416.9583578,23,15-10-2027,Electronics,1,3.695461576
1750,60,Other,69294,141.0249163,37,16-10-2027,Toys,1,1.172879749
1751,51,Other,98015,367.9107464,41,17-10-2027,Electronics,0,4.35130288
1752,43,Female,54178,51.55961101,19,18-10-2027,Books,0,1.678496372
1753,58,Other,32665,475.9412044,45,19-10-2027,Electronics,1,3.789432267
1754,,Other,20534,313.0467354,18,20-10-2027,Toys,0,1.897922005
1755,20,Female,111828,354.8256956,49,21-10-2027,Electronics,0,1.273812678
1756,23,Male,56132,152.5294694,27,22-10-2027,Clothing,1,2.925974714
1757,22,,56110,208.9878015,6,23-10-2027,Electronics,0,1.677144841
1758,22,Female,78754,115.7703012,10,24-10-2027,Electronics,0,3.917775953
1759,64,Other,83580,466.6053625,2,25-10-2027,Toys,1,1.950263374
1760,40,Female,42469,246.6117013,24,26-10-2027,Books,1,
1761,66,Male,84016,317.0718173,38,27-10-2027,Books,1,3.269757005
1762,26,Male,66233,368.4646551,28,28-10-2027,Toys,0,2.13987311
1763,52,Female,86708,188.6975151,28,29-10-2027,Toys,1,2.511952465
1764,37,Female,78232,361.450319,45,30-10-2027,Toys,0,4.262487084
1765,66,,113450,339.6162824,39,31-10-2027,Clothing,1,1.716839398
1766,59,Female,106437,354.3013703,2,01-11-2027,Home,1,1.328806358
1767,52,Male,54409,247.1688006,46,02-11-2027,Electronics,1,2.313431141
1768,67,Female,39324,194.5540042,5,03-11-2027,Toys,1,2.697507068
1769,35,Female,28738,114.9306832,11,04-11-2027,Toys,0,3.170637129
1770,34,Female,44054,413.1900446,10,05-11-2027,Toys,0,2.489694785
1771,41,Male,49709,306.133273,43,06-11-2027,Books,1,4.159646801
1772,20,Female,105643,224.9543371,2,07-11-2027,Toys,0,1.157277951
1773,49,Male,20363,472.2779738,15,08-11-2027,Electronics,1,2.727070153
1774,52,Male,30358,28.68021219,39,09-11-2027,Toys,1,2.529023659
1775,55,Female,23240,425.8351129,41,10-11-2027,Electronics,0,3.590313963
1776,30,Female,92201,498.8033835,37,11-11-2027,Clothing,0,4.865105008
1777,64,Male,65689,444.0363449,7,12-11-2027,Home,1,3.041501627
1778,42,Male,21936,406.1661099,20,13-11-2027,Books,1,4.947507388
1779,26,Other,111074,190.2814667,34,14-11-2027,Electronics,1,2.20899758
1780,21,Male,63965,119.5005202,,15-11-2027,Clothing,0,1.12347253
1781,31,Other,97534,368.7510076,34,16-11-2027,Home,1,1.66265267
1782,54,Other,20882,155.7648063,22,17-11-2027,Home,1,2.580499539
1783,51,Other,40224,92.13964267,31,18-11-2027,Home,1,2.265335637
1784,28,Female,50825,394.3303141,23,19-11-2027,Electronics,1,1.388216524
1785,58,Female,90740,159.7091079,19,20-11-2027,Clothing,1,2.730640431
1786,20,Male,48885,457.6486561,4,21-11-2027,Toys,1,2.352463087
1787,45,Other,60056,421.1131592,24,22-11-2027,Clothing,0,1.490476882
1788,46,Female,23203,424.5819631,20,23-11-2027,Clothing,1,2.184468522
1789,26,Female,80241,386.9270144,39,24-11-2027,,1,4.545744221
1790,20,Female,22244,441.0363048,28,25-11-2027,Electronics,0,2.208195462
1791,,Female,118322,403.8447116,39,26-11-2027,Electronics,0,3.855821693
1792,51,Female,88619,303.243125,17,27-11-2027,Electronics,1,3.448188319
1793,29,Other,41584,151.4322457,19,28-11-2027,Clothing,0,2.70872465
1794,59,Other,28521,444.6635506,48,29-11-2027,Electronics,1,1.956102547
1795,26,Other,70017,421.0987933,35,30-11-2027,Home,0,2.476058797
1796,32,Other,53541,239.0752645,32,01-12-2027,Electronics,0,3.368428854
1797,57,Male,49063,24.34394957,47,02-12-2027,Books,1,2.403012859
1798,42,Other,90268,321.0791451,46,03-12-2027,Electronics,0,1.859585734
1799,22,Female,84952,30.04544257,47,04-12-2027,Electronics,1,1.465850996
1800,28,Other,113054,463.5085811,46,05-12-2027,Electronics,0,4.519067752
1801,51,Male,59563,481.007472,39,06-12-2027,Electronics,1,2.761251903
1802,41,Female,59752,98.79762222,35,07-12-2027,Books,0,3.500833287
1803,32,Other,115233,339.8127421,30,08-12-2027,Toys,1,2.961641445
,55,Other,22567,50.67315726,17,09-12-2027,Electronics,1,4.490266073
1805,25,Other,36121,366.1108796,42,10-12-2027,Home,1,3.18773941
1806,22,Female,21674,176.9073947,47,11-12-2027,Books,1,2.923125672
1807,65,Female,96411,342.1198053,29,12-12-2027,Toys,0,4.698403962
1808,43,Male,86275,189.5738721,6,13-12-2027,Electronics,1,3.878758384
1809,35,Female,87081,77.05591737,17,14-12-2027,Toys,0,1.446199629
1810,23,Female,49140,206.0244403,17,15-12-2027,Home,0,1.710817845
1811,54,Other,29327,60.77339568,14,16-12-2027,Books,1,4.148491452
1812,65,Female,90663,,24,17-12-2027,Books,1,4.343405285
1813,30,Other,43331,25.27100841,37,18-12-2027,Toys,0,3.180763316
1814,45,Other,43004,266.0232414,40,19-12-2027,Electronics,0,3.217820911
1815,22,Female,30492,443.7524803,39,20-12-2027,Clothing,0,3.527731851
1816,30,Male,74797,419.7472687,32,21-12-2027,Books,1,2.756463097
1817,34,Male,78095,441.9769413,36,22-12-2027,Clothing,1,3.720796494
1818,67,Female,33749,461.4141571,37,23-12-2027,Books,0,1.43392503
1819,57,Male,83217,56.7413045,48,24-12-2027,Electronics,0,4.845116969
1820,62,Other,109044,68.72986542,14,25-12-2027,Electronics,0,4.000619295
1821,49,Other,29045,280.7183691,27,26-12-2027,Books,1,3.524696816
1822,46,Female,40116,447.5164709,19,27-12-2027,Toys,0,2.265288228
1823,68,Male,38667,487.302981,31,28-12-2027,Electronics,0,1.64382195
1824,20,Male,95057,27.89964908,46,29-12-2027,Electronics,0,2.637371855
1825,57,Other,94205,181.1081717,9,30-12-2027,Home,0,3.646306962
1826,51,Female,47302,110.3826561,38,31-12-2027,Electronics,1,3.534838974
1827,57,Male,31283,379.2030952,17,01-01-2028,Home,0,2.53056462
1828,44,Female,50935,321.8959649,19,02-01-2028,Electronics,1,3.453145575
1829,30,Male,92534,64.34457558,44,03-01-2028,Electronics,1,4.254993182
1830,62,Other,114342,244.3434233,4,04-01-2028,Toys,0,1.105139089
1831,50,Other,51624,344.2930586,48,05-01-2028,Toys,1,2.802484192
1832,23,Female,33440,390.60767,11,06-01-2028,Electronics,0,4.034220914
1833,41,Other,66501,14.92609134,22,07-01-2028,Books,0,3.184577882
1834,36,Male,107333,445.7824391,4,08-01-2028,Books,0,3.605904352
1835,33,Other,21269,286.7942846,17,09-01-2028,Electronics,0,3.06670557
1836,57,Female,27868,406.8950119,8,10-01-2028,Books,0,4.967498179
1837,45,Female,50251,404.9293249,46,11-01-2028,Electronics,1,1.218486146
1838,50,Female,97909,98.97706683,34,12-01-2028,Toys,1,2.964179287
1839,65,Male,104523,59.53519953,11,13-01-2028,Clothing,0,1.365666196
1840,58,Male,58729,362.0371981,31,14-01-2028,Home,1,1.639142248
1841,30,Male,35734,82.43132482,11,15-01-2028,Books,0,2.532153402
1842,60,Male,62429,425.7190582,38,16-01-2028,Books,1,1.622160366
1843,,Male,61337,364.4637945,21,17-01-2028,Toys,1,4.854748664
1844,42,Other,60325,421.7035554,46,18-01-2028,Books,0,4.787159107
1845,59,Male,103600,,30,19-01-2028,Electronics,1,2.344438585
1846,53,Male,82514,161.7160399,10,20-01-2028,Electronics,1,3.558990848
1847,44,Other,28433,337.2546704,26,21-01-2028,Clothing,1,3.135013282
1848,55,Male,29111,20.56574775,27,22-01-2028,Clothing,0,4.262347922
1849,24,Female,83753,364.6158894,8,23-01-2028,,1,3.509782439
1850,22,Male,100583,418.7126201,39,24-01-2028,Electronics,1,1.001009818
1851,60,Male,93620,210.5059754,8,25-01-2028,Clothing,,4.052697542
1852,62,Female,41751,383.6150209,8,26-01-2028,Clothing,1,3.987392485
1853,68,Female,36453,91.43240391,34,27-01-2028,Electronics,1,3.038890822
1854,48,Female,105844,164.5188949,16,28-01-2028,Toys,1,4.611675893
1855,40,Female,58968,487.2809567,41,29-01-2028,Books,1,4.633784823
1856,59,Male,50077,493.2324459,13,30-01-2028,Home,1,3.095646707
1857,27,Female,54775,258.7395012,23,31-01-2028,Electronics,1,3.431952925
1858,49,Female,78144,467.4635468,12,01-02-2028,Electronics,0,4.986088288
1859,60,Other,68570,263.7516856,27,02-02-2028,Home,1,2.195280939
1860,47,Female,66097,149.3361234,22,03-02-2028,Home,1,2.298468969
1861,56,Female,44503,,32,04-02-2028,Clothing,1,1.731095611
1862,48,Other,22779,465.1053242,49,05-02-2028,Home,1,4.583467757
1863,35,Other,106840,90.36096254,27,06-02-2028,Books,1,3.97795356
1864,53,,20755,291.9180668,2,07-02-2028,Books,0,1.422571395
1865,19,Other,59263,279.9849087,45,08-02-2028,Books,0,4.927069405
1866,31,Male,75087,371.1127339,33,09-02-2028,Books,0,3.923846833
1867,30,Other,62281,252.1252392,26,10-02-2028,Books,0,4.402088438
1868,46,Other,71482,139.7814021,28,11-02-2028,Clothing,1,
1869,29,Male,74857,88.85126732,19,12-02-2028,Electronics,1,3.019843676
1870,56,Other,37400,312.3053077,43,13-02-2028,Home,1,3.794393147
1871,19,Male,60115,360.9004246,5,14-02-2028,Electronics,0,3.171786338
1872,49,Other,34249,286.9130329,33,15-02-2028,Home,0,3.666589863
1873,30,Female,66825,370.4838822,20,16-02-2028,Clothing,0,4.271496254
1874,63,Other,44600,75.05299521,30,17-02-2028,Clothing,0,2.497348252
1875,44,Male,57706,441.8227465,45,18-02-2028,Toys,1,4.394674702
1876,66,Other,39222,293.2857767,8,19-02-2028,Toys,1,1.651664419
1877,58,Male,119041,67.78774381,38,20-02-2028,Clothing,0,2.08354422
1878,34,Male,61139,233.6529761,17,21-02-2028,Clothing,1,1.17338248
1879,57,Female,61302,423.1719102,44,22-02-2028,Home,0,2.457707245
1880,48,Female,114684,449.2932858,1,23-02-2028,Clothing,0,2.519638179
1881,51,Male,107838,136.001505,3,24-02-2028,Electronics,0,4.221082389
1882,41,Other,88159,357.0765832,46,25-02-2028,Home,0,3.612522681
1883,62,Male,28646,54.4926975,26,26-02-2028,Clothing,1,2.746890233
1884,52,Male,33543,21.60520635,31,27-02-2028,Home,1,3.608455914
1885,65,Other,114496,282.3974821,8,28-02-2028,Home,0,1.211133402
1886,23,Other,42785,348.9396518,43,29-02-2028,Books,0,1.721086144
1887,36,Other,98353,398.9144319,46,01-03-2028,,1,3.507791421
1888,,Other,51406,173.407038,8,02-03-2028,Home,1,3.565467277
1889,24,Male,108992,8.230078162,35,03-03-2028,Home,0,4.096538635
1890,27,Male,71428,242.3620224,39,04-03-2028,Books,0,2.611999036
1891,58,Female,43777,12.84750496,28,05-03-2028,Clothing,0,3.890216386
1892,49,Male,77939,50.53233278,4,06-03-2028,Home,0,3.73592133
1893,51,Other,73026,166.7110662,16,07-03-2028,Books,0,4.853573513
1894,45,Female,106450,221.4001645,13,08-03-2028,Electronics,1,1.860520906
1895,32,Other,49553,143.3373734,20,09-03-2028,Books,1,3.206718255
